Wavelengths,HRCB
380,1.1326679802092409e-21
381,3.461167164123633e-21
382,1.0447509395751794e-20
383,3.122378874840837e-20
384,9.255288212156989e-20
385,2.7245532924968364e-19
386,7.973422468922689e-19
387,2.321614169301386e-18
388,6.729997040595388e-18
389,2.06484970064285e-17
390,6.827462510007789e-17
391,2.186064427696892e-16
392,6.83982806931901e-16
393,2.103220800909879e-15
394,6.380306437576835e-15
395,1.914612515737356e-14
396,5.694468724201449e-14
397,1.6811162424947188e-13
398,4.931820581324413e-13
399,1.4390294310220248e-12
400,4.140244654738654e-12
401,1.1793654624482238e-11
402,3.35244540950978e-11
403,9.51138544643231e-11
404,2.693784486847502e-10
405,7.616914870160686e-10
406,2.150531754667378e-09
407,6.0633216884137575e-09
408,1.7073234058640394e-08
409,4.789814170206579e-08
410,1.338060416898323e-07
411,3.7352287935936647e-07
412,1.0419795934371579e-06
413,2.9092796873727067e-06
414,8.150103917766373e-06
415,2.2811300478366844e-05
416,6.379026361701207e-05
417,0.00017822121115599403
418,0.0004973744360464485
419,0.0013857104047210907
420,0.0038477715059171895
421,0.010600968014314165
422,0.028639570405465525
423,0.07371118108030453
424,0.17020058497170323
425,0.32367012569282855
426,0.48383413436735834
427,0.5956947559159181
428,0.6580380052278648
429,0.6926008700452977
430,0.7124927981280417
431,0.7261822327204549
432,0.7379980082473798
433,0.7491083991209715
434,0.7599546279526225
435,0.7707021407925618
436,0.7814128013642283
437,0.7921097022080614
438,0.8028014713137538
439,0.8134913311395315
440,0.8241804722734656
441,0.8348693472512654
442,0.8455581278692619
443,0.856246866645468
444,0.8664779638281686
445,0.8763002678077899
446,0.8861225698731825
447,0.8959448712262801
448,0.9057671723143633
449,0.9155894781640183
450,0.9254117791168419
451,0.9330706089503044
452,0.9404380624606113
453,0.9478055208291915
454,0.9551729743369114
455,0.9625404278443718
456,0.9699078862118962
457,0.9772753397192248
458,0.9846427932265399
459,0.98839509926923
460,0.9894500893610899
461,0.9905050794529493
462,0.9915600744049686
463,0.9926150644968275
464,0.9936700545886865
465,0.9947250446805453
466,0.9957800347724044
467,0.9968350297244233
468,0.9978900198162823
469,0.9989450099081412
470,1.0
471,0.9912485624436213
472,0.9818784265070334
473,0.9725082857102851
474,0.963138149773697
475,0.953768008976949
476,0.944397873040361
477,0.9350277322436129
478,0.9256575963070249
479,0.9162874555102768
480,0.9041995666496574
481,0.8914372771139694
482,0.8786749875782814
483,0.8659126980425934
484,0.8531504036467454
485,0.8403881141110574
486,0.8276258245753695
487,0.8148635350396815
488,0.8021012406438335
489,0.7893389511081454
490,0.7765766615724575
491,0.7638143671766094
492,0.7510520776409215
493,0.7382897881052336
494,0.7255274985695456
495,0.7127652041736976
496,0.7000932407133921
497,0.6878219196904327
498,0.6755505986674735
499,0.6632792776445141
500,0.6510079566215549
501,0.6387366355985955
502,0.6264653145756361
503,0.6141939886925167
504,0.6019226676695575
505,0.5896513466465982
506,0.5773800256236389
507,0.5651087046006796
508,0.5528373835777203
509,0.540566062554761
510,0.5308162654919608
511,0.5213774603533777
512,0.5119386552147946
513,0.5024998500762115
514,0.49306104493762837
515,0.48362223979904523
516,0.47418343466046214
