Wavelengths,L2G
666,0.0009272464663057983
667,0.0009742243288268348
668,0.0009605310726382278
669,0.0009324257357743952
670,0.0009716511133041727
671,0.0010321545488223215
672,0.001107769447308867
673,0.001159431748422884
674,0.0012063746047992743
675,0.001316216396128252
676,0.0014450879117732607
677,0.0015852230587979181
678,0.0017232590199138952
679,0.0018451628874043998
680,0.002029741714083011
681,0.0022542984159253485
682,0.00236803000488987
683,0.002430831959722499
684,0.0024628204448457957
685,0.0024399580367157627
686,0.0023362939720405086
687,0.002197308947572797
688,0.0021007410528064113
689,0.002007302293295153
690,0.0019160971459425149
691,0.0018483754789015085
692,0.0017486995632771596
693,0.0017195718693680366
694,0.001728388398088064
695,0.0017057231710683816
696,0.0017302620197606582
697,0.001735356466524108
698,0.0016945215014907424
699,0.0017412790422670999
700,0.001849166345258244
701,0.001975511225331101
702,0.002064110122327197
703,0.002127844031844675
704,0.0022286147635584936
705,0.002290559788591508
706,0.0023419010479327003
707,0.002382323589936342
708,0.002342816221657179
709,0.002204713637248786
710,0.002097408987582611
711,0.0019777464650427416
712,0.0018319604851948156
713,0.0016861065784972299
714,0.0015631917317023014
715,0.0014821634135846772
716,0.0013786735065530035
717,0.0012383854744373894
718,0.0011737442835103365
719,0.0011278668177982535
720,0.0010505842962869533
721,0.0010933566224842468
722,0.0011112769837517652
723,0.0010392904333428054
724,0.0009709803673024142
725,0.0009820728091456316
726,0.0009639861979705237
727,0.0009310283860495517
728,0.0009613285080429153
729,0.0009930769169121782
730,0.0009420351376887131
731,0.0009312176742851756
732,0.0009875699645623636
733,0.0010689120753028605
734,0.001159566291592186
735,0.001164889838181903
736,0.0012613357123105603
737,0.0013682331780758945
738,0.001427187146995465
739,0.0015092573366440802
740,0.001607096469459765
741,0.0017456948527298328
742,0.0019005911710089246
743,0.00200910325659802
744,0.002072509708749959
745,0.0021174673501444547
746,0.002040275011400948
747,0.0019127527301377508
748,0.001767243963351698
749,0.0016200273691967103
750,0.00152796748589257
751,0.0013916493011431811
752,0.0012542331784927705
753,0.0011586873418265964
754,0.0010506860206732007
755,0.0009806317143804836
756,0.0009517240647955874
757,0.0009278121118383062
758,0.0009255132752268824
759,0.0008910487472655737
760,0.0008757148007800497
761,0.0008683713001991194
762,0.0008401673726626774
763,0.0008236461469097043
764,0.0008149827488605599
765,0.0007892848283626534
766,0.000831827660467738
767,0.0008484033271168051
768,0.000880808638096672
769,0.0008927260451736394
770,0.0008343895598121817
771,0.0008387365045407797
772,0.0009061525622412698
773,0.0008645718569632227
774,0.0008547811172457203
775,0.0008826416120368935
776,0.0008670499322957828
777,0.0008110445863544578
778,0.0007856678544513957
779,0.0007262242231966358
780,0.0007516832087613274
781,0.000766000628629603
782,0.0007532789626063487
783,0.0006765848754732366
784,0.0006329691728821708
785,0.0006106748993296397
786,0.0005957052787511373
787,0.0005694182568673817
788,0.0005766352177900013
789,0.0005905658349938277
790,0.0005854911897276796
791,0.0005526133917436229
792,0.0005122304608943589
793,0.0004934502884386976
794,0.00042638386127081217
795,0.00043898782190191383
796,0.0004826729515767306
797,0.0004954094622210251
798,0.00046605123673690795
799,0.0004706196484057217
800,0.00047946022703205263
801,0.0004556800435467463
802,0.0004388397504226218
803,0.0004765539193105792
804,0.0004898418689580726
805,0.00045148037524763584
806,0.00043174100238558313
807,0.0004088033948204514
808,0.00044192056369104853
809,0.00040994474102506176
810,0.00043828755620074723
811,0.00044261203199160104
812,0.00040543138382959705
813,0.00044162099900576303
814,0.0004475789735350965
815,0.00044649180989270865
816,0.0004466027019480589
817,0.00047849718092928694
818,0.0005062124355937528
819,0.0004976192704642089
820,0.000506853266990513
821,0.0005281983797272432
822,0.000554385906646137
823,0.0006665106056437709
824,0.0007525204452820144
825,0.0008385528549687244
826,0.0008994145502724964
827,0.0009628989159915495
828,0.000978487345553024
829,0.0009322469802387494
830,0.0008498383523615773
831,0.0007202337104331292
832,0.0006053785008967008
833,0.0005241822560170995
834,0.0005215200171077983
835,0.00047606377150303684
836,0.00039453324479916496
837,0.0003926200812070706
838,0.00039789590841195
839,0.000363289545316166
840,0.00035450253872628757
841,0.0003435727658534247
842,0.0003409037346577783
843,0.00035075964324441923
844,0.0003436538648107449
845,0.0003537890704761557
846,0.00034834299838183767
847,0.00035431661045812847
848,0.00030778173591875245
849,0.00030502928833208635
850,0.00027412381547321996
851,0.00022720670913526462
852,0.0002423225673973931
853,0.00031989207036156207
854,0.00029797255090595624
855,0.00026864184567497337
856,0.000284914681582242
857,0.0002571035087529807
858,0.00025002544877445165
859,0.0002783786273908257
860,0.00029834820915089683
861,0.00025163547589213093
862,0.00021464396282497528
863,0.00021247167371023652
864,0.00021052956814546315
865,0.00023429177770201685
866,0.0002812309558356254
867,0.00029223549179934193
868,0.0002727835621150661
869,0.00024741917897300853
870,0.00021589280000242826
871,0.00023193787212781404
872,0.0002731960121512145
873,0.00025391976178868635
874,0.00020029385332929675
875,0.00022450294303556523
876,0.00021268717495802027
877,0.00023904086974841585
878,0.00030139545870491843
879,0.0002356261280175991
880,0.00017829288794767495
881,0.0002062871232201212
882,0.00023237376296441337
883,0.00022197930847098343
884,0.00020842199661936443
885,0.00020124731823554647
886,0.00020194549981224268
887,0.0002439985415293491
888,0.00022730428204728402
889,0.00022488782690340074
890,0.00018621077341547082
891,0.00018668557038720778
892,0.00020529397982446362
893,0.00014794500964234174
894,0.00012657518144589864
895,0.0001695630283441347
896,0.000243901585162333
897,0.00023856502553406132
898,0.00021958703221714183
899,0.00017007064829263833
900,0.00010802317819402893
901,0.00013996787261831762
902,0.00016174853488703492
903,0.00019528811240206514
904,0.0002577456935936624
905,0.00027950786754714043
906,0.00024388675996014352
907,0.00015682751274762966
908,0.00011063413009492698
909,0.0001571537203087669
910,0.00021705634963510112
911,0.00026632101709093975
912,0.00025306722170150464
913,0.00017939152422688124
914,0.00016318419117764704
915,0.00019761271949125418
916,0.00024721338486580365
917,0.000256220533939511
918,0.00025930923381060303
919,0.0002582119158304702
920,0.00024332517377005357
921,0.00020292408643229743
922,0.00014843957684013668
923,0.00015254023645053266
924,0.0001876816174453912
925,0.00019495439398346765
926,0.00015555179691475145
927,0.00012346064091529925
928,0.000164217842503114
929,0.00019758669908236085
930,0.00019705811473126204
931,0.00015182266355095805
932,6.368595217091751e-05
933,9.609139648647448e-05
934,0.00018177792394887606
935,0.00014594790448489378
936,9.262012755514149e-05
937,0.00011146250532157343
938,8.536985505199338e-05
939,3.09627722979296e-05
940,0.00011610632058822241
941,0.00017800627042229795
942,9.254692698104983e-05
943,6.380530247478971e-05
944,9.68918791796674e-05
945,1.7429875028128e-05
946,4.2892989269096925e-06
947,8.056510914814096e-05
948,0.00012579508862387042
949,0.00011603256076604143
950,8.74206774139046e-05
951,5.559029646725296e-05
952,0.0
953,3.151682916577012e-05
954,9.78365767220487e-05
955,0.00013622185119795534
956,0.00012086047069946486
957,3.325142088720164e-05
958,0.0
959,4.084556440358678e-06
960,0.00011561321064831965
961,0.00010097282526521194
962,2.8508358838633062e-05
963,3.2996246908359203e-05
964,9.697234801793856e-05
965,0.0001351822743853978
966,0.00011547237239653456
967,0.00011862696180982476
968,0.00011950472650119121
969,7.603446788809521e-05
970,5.2833508523961005e-05
971,3.2106454963987464e-05
972,7.916026930677345e-05
973,0.00012633517138430124
974,5.3897453645569584e-05
975,1.2921664009094822e-05
976,6.92246850390207e-05
977,1.9723599311249035e-05
978,3.4105111926047145e-05
979,0.00016127782736309314
980,0.00022026885106620059
981,0.0002021719200335471
982,4.841994176401787e-05
983,1.1169083238570466e-06
984,1.9196478111691616e-05
985,4.317119711979474e-05
986,0.0
987,0.0
988,6.529403904267841e-05
989,0.00010901058060817546
990,0.00010272389478912052
991,9.071585395253057e-05
992,0.0001034935575514927
993,6.145666851271806e-05
994,8.821202556592998e-05
995,0.00020152588438656317
996,0.00020016974340377304
997,0.00014077412501272243
998,2.2116277388962453e-05
999,3.090837634734109e-06
1000,8.59765241730067e-05
1001,7.909807211786128e-07
1002,0.0
1003,2.3453541911759523e-05
1004,0.00012575325742310092
1005,0.00014157722041427872
1006,0.00010634040558102687
1007,0.00018150837420820106
1008,0.00011591871499790769
1009,2.214743488100634e-05
1010,8.704233967832145e-05
1011,0.00018717388971428307
1012,5.244063952128514e-05
1013,4.724132665800543e-06
1014,9.376244980183798e-05
1015,0.00010700309512752011
1016,1.4837522511773356e-05
1017,5.3220668682435956e-05
1018,0.00019064960715617666
1019,0.00031812112783815313
1020,0.00029224424261992544
1021,0.00010129541452366007
1022,1.7184672283061835e-05
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,-0.0
1066,-0.0
1067,-0.0
1068,-0.0
1069,-0.0
1070,-0.0
1071,-0.0
1072,-0.0
1073,-0.0
1074,-0.0
1075,-0.0
1076,-0.0
1077,-0.0
1078,-0.0
1079,-0.0
1080,-0.0
1081,-0.0
1082,-0.0
1083,-0.0
1084,-0.0
1085,-0.0
1086,-0.0
1087,-0.0
1088,-0.0
1089,-0.0
1090,-0.0
1091,-0.0
1092,-0.0
1093,-0.0
1094,-0.0
1095,-0.0
1096,-0.0
1097,-0.0
1098,-0.0
1099,-0.0
1100,-0.0
