EXMPC
WAC
Quantum Efficiency
NA
NA
nm
OnSemi Star1000 Datasheet NOIS1SM1000A/D
Wavelengths,QE
704,0.1902804135861994
705,0.1862409836065573
706,0.1822015536269152
707,0.1781621236472731
708,0.1741226936676311
709,0.1700832636879890
710,0.1686665666523788
711,0.1710240462923274
712,0.1733815259322760
713,0.1757390055722245
714,0.1780964852121731
715,0.1804539648521217
716,0.1828114444920702
717,0.1851689241320188
718,0.1875264037719674
719,0.1898047177838706
720,0.1911472534745202
721,0.1924897891651697
722,0.1938323248558192
723,0.1951748605464687
724,0.1965173962371183
725,0.1978599319277678
726,0.1992024676184173
727,0.2005450033090668
728,0.2018875389997163
729,0.2032300746903659
730,0.2017409944751382
731,0.1974316022099448
732,0.1931222099447514
733,0.1888128176795580
734,0.1845034254143646
735,0.1801940331491712
736,0.1758846408839778
737,0.1715752486187844
738,0.1672658563535910
739,0.1629564640883976
740,0.1604295358649789
741,0.1593847297568816
742,0.1583399236487844
743,0.1572951175406871
744,0.1562503114325899
745,0.1552055053244926
746,0.1541606992163954
747,0.1531158931082982
748,0.1520710870002009
749,0.1510262808921037
750,0.1521283174284279
751,0.1547099347061777
752,0.1572915519839276
753,0.1598731692616775
754,0.1624547865394274
755,0.1650364038171772
756,0.1676180210949271
757,0.1701996383726769
758,0.1727812556504268
759,0.1753628729281767
760,0.1759627399073462
761,0.1754332892124421
762,0.1749038385175381
763,0.1743743878226341
764,0.1738449371277300
765,0.1733154864328260
766,0.1727860357379219
767,0.1722565850430179
768,0.1717271343481138
769,0.1711976836532098
770,0.1704854128993371
771,0.1669089612216196
772,0.1633325095439021
773,0.1597560578661846
774,0.1561796061884671
775,0.1526031545107495
776,0.1490267028330320
777,0.1454502511553145
778,0.1418737994775970
779,0.1382973477998795
780,0.1350488900050226
781,0.1345667202410849
782,0.1340845504771472
783,0.1336023807132095
784,0.1331202109492717
785,0.1326380411853340
786,0.1321558714213963
787,0.1316737016574586
788,0.1311915318935209
789,0.1307093621295831
790,0.1305336146272854
791,0.1320807313642756
792,0.1336278481012658
793,0.1351749648382559
794,0.1367220815752461
795,0.1382691983122362
796,0.1398163150492264
797,0.1413634317862166
798,0.1429105485232067
799,0.1444576652601969
800,0.1457554093420392
801,0.1460366750376695
802,0.1463179407332998
803,0.1465992064289302
804,0.1468804721245605
805,0.1471617378201908
806,0.1474430035158212
807,0.1477242692114515
808,0.1480055349070818
809,0.1482868006027122
810,0.1480080835775741
811,0.1459753710882103
812,0.1439426585988466
813,0.1419099461094829
814,0.1398772336201192
815,0.1378445211307555
816,0.1358118086413918
817,0.1337790961520281
818,0.1317463836626643
819,0.1297136711733006
820,0.1276809586839369
821,0.1262588941277326
822,0.1251444492070296
823,0.1240300042863267
824,0.1229155593656237
825,0.1218011144449207
826,0.1206866695242178
827,0.1195722246035148
828,0.1184577796828119
829,0.1173433347621089
830,0.1165527748889099
831,0.1164109577384892
832,0.1162691405880684
833,0.1161273234376477
834,0.1159855062872270
835,0.1158436891368063
836,0.1157018719863856
837,0.1155600548359648
838,0.1154182376855441
839,0.1152764205351234
840,0.1151346033847027
841,0.1141127574083375
842,0.1128068809643395
843,0.1115010045203415
844,0.1101951280763435
845,0.1088892516323455
846,0.1075833751883475
847,0.1062774987443495
848,0.1049716223003515
849,0.1036657458563535
850,0.1023598694123555
851,0.1006113019891500
852,0.09875275266224627
853,0.09689420333534252
854,0.09503565400843877
855,0.09317710468153503
856,0.09131855535463129
857,0.08946000602772754
858,0.08760145670082380
859,0.08574290737392005
860,0.08388435804701630
861,0.08254497237569063
862,0.08129936715218483
863,0.08005376192867905
864,0.07880815670517327
865,0.07756255148166748
866,0.07631694625816170
867,0.07507134103465592
868,0.07382573581115012
869,0.07258013058764434
870,0.07133452536413856
871,0.07100285312437210
872,0.07078183644765923
873,0.07056081977094635
874,0.07033980309423347
875,0.07011878641752059
876,0.06989776974080772
877,0.06967675306409483
878,0.06945573638738196
879,0.06923471971066908
880,0.06901370303395621
881,0.06932036162732295
882,0.06966189854344551
883,0.07000343545956805
884,0.07034497237569061
885,0.07068650929181315
886,0.07102804620793571
887,0.07136958312405825
888,0.07171112004018081
889,0.07205265695630335
890,0.07239419387242590
891,0.07270669376949984
892,0.07301869150042543
893,0.07333068923135104
