EXMPC,,,,,,
WAC,,,,,,
G01,,,,,,
440,,,,,,
25,,,,,,
nm,,,,,,
Angular Dependence,,,,,,
Wavelengths,0,8,16,24,32,40
486.21,-0.00106,-0.00147,-0.00163,-0.00159,-0.00139,-0.00105
486.57,-0.00112,-0.00149,-0.00167,-0.00164,-0.00146,-0.00114
486.93,-0.0011,-0.0014,-0.00169,-0.00157,-0.00155,-0.00114
487.29,-0.00105,-0.00144,-0.00164,-0.00153,-0.00152,-0.00118
487.66,-0.00093,-0.00143,-0.00158,-0.00156,-0.0015,-0.00114
488.02,-0.00088,-0.00134,-0.00158,-0.00148,-0.00151,-0.00116
488.38,-0.00091,-0.00132,-0.00156,-0.00146,-0.00145,-0.00118
488.74,-0.00082,-0.00128,-0.00153,-0.00152,-0.00142,-0.00109
489.1,-0.00072,-0.00119,-0.00147,-0.00149,-0.00136,-0.00102
489.47,-0.0007,-0.00117,-0.00141,-0.00146,-0.00128,-0.00097
489.83,-0.00064,-0.0011,-0.00133,-0.00145,-0.00129,-0.00094
490.19,-0.0006,-0.00102,-0.00127,-0.00138,-0.00123,-0.0009
490.55,-0.0006,-0.00102,-0.0013,-0.00135,-0.00122,-0.00088
490.91,-0.00054,-0.00108,-0.00122,-0.00133,-0.00124,-0.00081
491.27,-0.00046,-0.00109,-0.00118,-0.00129,-0.0012,-0.00071
491.64,-0.00047,-0.00118,-0.00121,-0.00134,-0.00121,-0.00074
492,-0.00048,-0.0012,-0.0013,-0.00139,-0.00125,-0.00077
492.36,-0.00048,-0.00118,-0.00133,-0.00136,-0.0012,-0.00076
492.72,-0.00053,-0.00117,-0.00133,-0.00131,-0.00113,-0.00075
493.08,-0.00053,-0.00116,-0.00131,-0.00134,-0.00113,-0.0007
493.44,-0.00052,-0.00112,-0.00139,-0.00134,-0.00112,-0.00082
493.81,-0.00061,-0.00109,-0.00134,-0.00138,-0.00109,-0.00086
494.17,-0.00058,-0.00104,-0.00127,-0.00133,-0.00106,-0.00078
494.53,-0.00049,-0.00103,-0.00115,-0.00129,-0.00099,-0.00074
494.89,-0.00046,-0.00101,-0.00112,-0.00132,-0.00099,-0.00076
495.25,-0.00044,-0.00098,-0.00115,-0.00135,-0.001,-0.00074
495.61,-0.00038,-0.00097,-0.00117,-0.00132,-0.00099,-0.00075
495.97,-0.0004,-0.00094,-0.00117,-0.00133,-0.00099,-0.00069
496.33,-0.00036,-0.00097,-0.00121,-0.00132,-0.00106,-0.00067
496.7,-0.00041,-0.00102,-0.00124,-0.00132,-0.00103,-0.00074
497.06,-0.00041,-0.00098,-0.00122,-0.00124,-0.00104,-0.00076
497.42,-0.0004,-0.00105,-0.00118,-0.00123,-0.00099,-0.00074
497.78,-0.00041,-0.00109,-0.00118,-0.00124,-0.00102,-0.00073
498.14,-0.00043,-0.0011,-0.00114,-0.00125,-0.001,-0.0007
498.5,-0.00046,-0.00114,-0.00115,-0.00131,-0.00102,-0.00072
498.86,-0.00041,-0.00105,-0.00113,-0.00123,-0.00091,-0.0007
499.22,-0.00039,-0.00099,-0.0011,-0.00121,-0.00097,-0.00067
499.58,-0.00044,-0.00106,-0.00121,-0.0013,-0.00102,-0.00064
499.94,-0.00039,-0.00098,-0.00122,-0.0012,-0.001,-0.0006
500.3,-0.00034,-0.00092,-0.00119,-0.00115,-0.00096,-0.00059
500.67,-0.00036,-0.00097,-0.00121,-0.00114,-0.00094,-0.00064
501.03,-0.00036,-0.00096,-0.00116,-0.0011,-0.00089,-0.0006
501.39,-0.00041,-0.00105,-0.00109,-0.00112,-0.0009,-0.0006
501.75,-0.00045,-0.00106,-0.00117,-0.00114,-0.00086,-0.00064
502.11,-0.00041,-0.00098,-0.00106,-0.0011,-0.00083,-0.00064
502.47,-0.00051,-0.00103,-0.00109,-0.00118,-0.00085,-0.00068
502.83,-0.00051,-0.00105,-0.00109,-0.00115,-0.00085,-0.00065
503.19,-0.00043,-0.00098,-0.00106,-0.00113,-0.00084,-0.00061
503.55,-0.0004,-0.00094,-0.00108,-0.00107,-0.00079,-0.00063
503.91,-0.00035,-0.00094,-0.00111,-0.00105,-0.00085,-0.00067
504.27,-0.00033,-0.00091,-0.00103,-0.00104,-0.00085,-0.00059
504.63,-0.00038,-0.00092,-0.00104,-0.00108,-0.00085,-0.00061
504.99,-0.00034,-0.00093,-0.00102,-0.00108,-0.00089,-0.00059
505.35,-0.00037,-0.00096,-0.00104,-0.00117,-0.00089,-0.00064
505.71,-0.00038,-0.00092,-0.00106,-0.00115,-0.00083,-0.00063
506.07,-0.0004,-0.00094,-0.00107,-0.00119,-0.00093,-0.00061
506.43,-0.00041,-0.00092,-0.00112,-0.00126,-0.00089,-0.00058
506.79,-0.00041,-0.00092,-0.00112,-0.00128,-0.00092,-0.00059
507.15,-0.00033,-0.0009,-0.00113,-0.00116,-0.00089,-0.00053
507.51,-0.00026,-0.00083,-0.00111,-0.00114,-0.00085,-0.00048
507.87,-0.00022,-0.00076,-0.00103,-0.00106,-0.00082,-0.00045
508.23,-0.00021,-0.00082,-0.00099,-0.00109,-0.00084,-0.00042
508.59,-0.00024,-0.00083,-0.001,-0.00111,-0.00081,-0.00045
508.95,-0.00021,-0.0008,-0.00093,-0.00101,-0.00078,-0.00042
509.31,-0.00018,-0.00082,-0.00089,-0.00096,-0.00075,-0.00042
509.67,-0.00026,-0.00088,-0.00092,-0.00106,-0.00078,-0.00047
510.03,-0.00032,-0.00098,-0.00094,-0.00111,-0.00078,-0.00051
510.39,-0.00035,-0.00101,-0.00098,-0.00113,-0.00079,-0.00051
510.75,-0.00039,-0.00099,-0.00102,-0.00112,-0.00081,-0.00056
511.11,-0.00041,-0.00102,-0.00101,-0.00108,-0.00079,-0.00058
511.47,-0.00043,-0.00102,-0.00101,-0.00109,-0.00082,-0.00059
511.83,-0.00041,-0.00094,-0.00098,-0.00105,-0.00077,-0.00057
512.19,-0.00037,-0.00088,-0.00096,-0.00099,-0.00073,-0.00054
512.55,-0.00037,-0.00084,-0.00094,-0.00096,-0.00073,-0.00051
512.91,-0.00036,-0.00083,-0.0009,-0.00095,-0.00075,-0.00049
513.27,-0.00031,-0.0008,-0.00084,-0.00089,-0.00075,-0.00042
513.62,-0.00025,-0.00078,-0.00081,-0.00087,-0.00076,-0.00037
513.98,-0.0002,-0.00079,-0.00079,-0.00089,-0.00072,-0.00039
514.34,-0.00022,-0.00084,-0.00082,-0.00091,-0.00074,-0.00038
514.7,-0.00022,-0.00086,-0.00083,-0.00095,-0.00074,-0.00039
515.06,-0.00023,-0.00086,-0.00084,-0.00095,-0.00075,-0.00042
515.42,-0.00022,-0.00086,-0.00083,-0.00093,-0.00072,-0.00042
515.78,-0.00019,-0.00085,-0.00078,-0.00098,-0.00072,-0.0004
516.14,-0.00017,-0.0008,-0.00077,-0.00094,-0.00067,-0.00036
516.5,-0.0002,-0.00079,-0.00079,-0.00095,-0.00069,-0.00033
516.86,-0.00019,-0.00073,-0.00078,-0.00094,-0.00065,-0.00034
517.22,-0.00016,-0.0007,-0.00072,-0.00089,-0.00061,-0.00029
517.57,-0.00013,-0.00066,-0.0007,-0.00086,-0.00056,-0.00027
517.93,-0.00015,-0.00067,-0.00073,-0.00092,-0.00058,-0.0003
518.29,-0.00018,-0.00071,-0.00083,-0.00092,-0.00058,-0.00039
518.65,-0.00024,-0.00072,-0.00088,-0.00095,-0.00062,-0.00044
519.01,-0.00027,-0.00072,-0.00087,-0.00094,-0.00062,-0.00046
519.37,-0.00028,-0.00078,-0.0009,-0.00095,-0.00069,-0.00049
519.73,-0.00024,-0.00076,-0.0009,-0.00094,-0.00068,-0.00045
520.08,-0.00023,-0.00081,-0.00092,-0.00093,-0.00067,-0.00042
520.44,-0.00018,-0.0008,-0.00094,-0.00088,-0.00065,-0.0004
520.8,-0.0002,-0.00081,-0.00091,-0.00087,-0.00066,-0.00035
521.16,-0.00016,-0.0008,-0.00089,-0.00086,-0.00067,-0.00031
521.52,-0.00014,-0.00081,-0.00087,-0.00084,-0.00065,-0.0003
521.88,-0.00012,-0.0008,-0.00085,-0.00084,-0.00062,-0.00028
522.24,-0.00019,-0.00081,-0.00087,-0.00087,-0.00062,-0.00032
522.59,-0.00021,-0.00077,-0.00088,-0.00089,-0.00064,-0.00033
522.95,-0.00027,-0.00074,-0.00088,-0.0009,-0.00064,-0.00033
523.31,-0.00025,-0.00067,-0.00086,-0.00086,-0.0006,-0.00031
523.67,-0.00027,-0.0007,-0.00083,-0.00087,-0.00059,-0.00034
524.03,-0.0002,-0.00067,-0.00082,-0.00085,-0.00058,-0.00031
524.38,-0.00019,-0.00069,-0.00083,-0.00089,-0.00057,-0.00032
524.74,-0.00014,-0.00072,-0.00081,-0.00088,-0.00058,-0.00033
525.1,-0.00014,-0.00072,-0.00078,-0.00085,-0.00057,-0.0003
525.46,-8.00E-05,-0.00074,-0.00076,-0.00086,-0.00055,-0.00028
525.82,-8.00E-05,-0.00075,-0.00074,-0.00088,-0.00055,-0.00029
526.17,-8.00E-05,-0.00079,-0.00074,-0.00087,-0.00057,-0.00028
526.53,-0.00018,-0.00083,-0.00079,-0.0009,-0.0006,-0.00029
526.89,-0.00015,-0.00074,-0.00075,-0.00081,-0.00055,-0.00024
527.25,-0.00014,-0.00071,-0.00076,-0.00081,-0.00054,-0.00019
527.61,-7.00E-05,-0.00068,-0.00073,-0.00076,-0.0005,-0.00019
527.96,-8.00E-05,-0.0007,-0.00069,-0.00074,-0.00053,-0.00019
528.32,-9.00E-05,-0.00072,-0.00069,-0.00078,-0.00055,-0.0002
528.68,-6.00E-05,-0.00068,-0.00069,-0.00078,-0.00054,-0.0002
529.04,-1.00E-05,-0.00066,-0.00065,-0.00075,-0.00049,-0.00017
529.39,-2.00E-05,-0.00067,-0.00064,-0.00074,-0.00049,-0.00017
529.75,-3.00E-05,-0.00065,-0.0006,-0.00072,-0.00048,-0.00018
530.11,-2.00E-05,-0.00063,-0.00056,-0.00069,-0.00047,-0.00015
530.47,0,-0.00057,-0.00057,-0.00066,-0.00042,-0.00016
530.82,-2.00E-05,-0.0006,-0.0006,-0.00063,-0.00045,-0.00017
531.18,4.00E-05,-0.0005,-0.00057,-0.00057,-0.00041,-0.00012
531.54,7.00E-05,-0.00049,-0.00058,-0.00056,-0.00038,-9.00E-05
531.9,6.00E-05,-0.00051,-0.00064,-0.00058,-0.00039,-0.00013
532.25,5.00E-05,-0.00054,-0.00066,-0.00058,-0.0004,-0.00015
532.61,2.00E-05,-0.00055,-0.00069,-0.00061,-0.00043,-0.00016
532.97,3.00E-05,-0.00057,-0.00068,-0.00063,-0.00045,-0.00014
533.32,7.00E-05,-0.00053,-0.00064,-0.00063,-0.00037,-9.00E-05
533.68,0,-0.00063,-0.00069,-0.00068,-0.00038,-0.00012
534.04,-3.00E-05,-0.00061,-0.00072,-0.00074,-0.00046,-0.0002
534.4,-5.00E-05,-0.00061,-0.00071,-0.00075,-0.0005,-0.00018
534.75,-4.00E-05,-0.00059,-0.0007,-0.00078,-0.00048,-0.00015
535.11,-4.00E-05,-0.00062,-0.00074,-0.00082,-0.00052,-0.00017
535.47,-6.00E-05,-0.00064,-0.0008,-0.00085,-0.00054,-0.00018
535.82,-0.00011,-0.00072,-0.00088,-0.00092,-0.00062,-0.00024
536.18,-8.00E-05,-0.0007,-0.00088,-0.00092,-0.00061,-0.00024
536.54,-7.00E-05,-0.00074,-0.00085,-0.00087,-0.00058,-0.0002
536.89,-8.00E-05,-0.00073,-0.00084,-0.00084,-0.00055,-0.00017
537.25,-0.0001,-0.00073,-0.00083,-0.00082,-0.00056,-0.00018
537.61,-9.00E-05,-0.0007,-0.0008,-0.0008,-0.00054,-0.00017
537.96,-0.0001,-0.0007,-0.00077,-0.00079,-0.00054,-0.00019
538.32,-8.00E-05,-0.00064,-0.00071,-0.00072,-0.00051,-0.00014
538.68,-0.00011,-0.00068,-0.0007,-0.00074,-0.00054,-0.00014
539.03,-0.00013,-0.00067,-0.00073,-0.00078,-0.00054,-0.00017
539.39,-9.00E-05,-0.00066,-0.0007,-0.00076,-0.00053,-0.00021
539.75,-9.00E-05,-0.0007,-0.00073,-0.0008,-0.00056,-0.00027
540.1,-0.00011,-0.0007,-0.00075,-0.0008,-0.00052,-0.00026
540.46,-0.00012,-0.00072,-0.00077,-0.00083,-0.00053,-0.00025
540.81,-9.00E-05,-0.00074,-0.00074,-0.00084,-0.00055,-0.00024
541.17,-8.00E-05,-0.00071,-0.0007,-0.00081,-0.00052,-0.00024
541.53,-9.00E-05,-0.00071,-0.00066,-0.00077,-0.00051,-0.00023
541.88,-9.00E-05,-0.00072,-0.00071,-0.00078,-0.0005,-0.00024
542.24,-8.00E-05,-0.00069,-0.00072,-0.00077,-0.00046,-0.00021
542.59,-8.00E-05,-0.00066,-0.0007,-0.00077,-0.00045,-0.00018
542.95,-5.00E-05,-0.00063,-0.00068,-0.00073,-0.00044,-0.00015
543.31,-4.00E-05,-0.00063,-0.00074,-0.00072,-0.0004,-0.00017
543.66,-4.00E-05,-0.00063,-0.00079,-0.00074,-0.00041,-0.00018
544.02,-2.00E-05,-0.00064,-0.00083,-0.00077,-0.00042,-0.00017
544.37,-2.00E-05,-0.00064,-0.00081,-0.00077,-0.00043,-0.00014
544.73,-3.00E-05,-0.00064,-0.00077,-0.00077,-0.00044,-0.00013
545.09,-3.00E-05,-0.00067,-0.00073,-0.00075,-0.00046,-0.00014
545.44,-3.00E-05,-0.00068,-0.00074,-0.00075,-0.00041,-0.00016
545.8,-6.00E-05,-0.00067,-0.00071,-0.00074,-0.00044,-0.00012
546.15,-0.0001,-0.00066,-0.00072,-0.00074,-0.00043,-0.00013
546.51,-0.00015,-0.00063,-0.0007,-0.00074,-0.00045,-0.00014
546.86,-0.00013,-0.0006,-0.00065,-0.00071,-0.00038,-0.0001
547.22,-0.00013,-0.00059,-0.00069,-0.00071,-0.00037,-0.0001
547.58,-0.00011,-0.00059,-0.0007,-0.00069,-0.00036,-0.00012
547.93,-9.00E-05,-0.00059,-0.00069,-0.00068,-0.00037,-0.00012
548.29,-5.00E-05,-0.00057,-0.00071,-0.00069,-0.00036,-0.00015
548.64,0,-0.00057,-0.0007,-0.00067,-0.00031,-0.00014
549,4.00E-05,-0.00056,-0.00068,-0.00063,-0.00023,-0.00011
549.35,3.00E-05,-0.00058,-0.00072,-0.00068,-0.00027,-0.00014
549.71,2.00E-05,-0.00056,-0.00071,-0.00067,-0.00026,-0.00012
550.06,2.00E-05,-0.00056,-0.00075,-0.00067,-0.00029,-0.00012
550.42,-6.00E-05,-0.00059,-0.00079,-0.00074,-0.0003,-0.00017
550.77,-6.00E-05,-0.00056,-0.00075,-0.0007,-0.00028,-0.00015
551.13,-0.0001,-0.00057,-0.00075,-0.0007,-0.00036,-0.00018
551.48,-0.00011,-0.00061,-0.00075,-0.00071,-0.0004,-0.0002
551.84,-0.0001,-0.00061,-0.00074,-0.00069,-0.00042,-0.00018
552.19,-9.00E-05,-0.00063,-0.00072,-0.00068,-0.00042,-0.0002
552.55,-0.00011,-0.00065,-0.00072,-0.00073,-0.00044,-0.00022
552.9,-9.00E-05,-0.00064,-0.00074,-0.00069,-0.00048,-0.00018
553.26,-9.00E-05,-0.00068,-0.00076,-0.00072,-0.00049,-0.00018
553.61,-6.00E-05,-0.00064,-0.00077,-0.00069,-0.00044,-0.0001
553.97,-6.00E-05,-0.00065,-0.00079,-0.0007,-0.00047,-8.00E-05
554.32,-7.00E-05,-0.00065,-0.00079,-0.0007,-0.0005,-9.00E-05
554.68,-8.00E-05,-0.00068,-0.00083,-0.00073,-0.00051,-0.00011
555.03,-5.00E-05,-0.00066,-0.00079,-0.00071,-0.00049,-5.00E-05
555.39,-5.00E-05,-0.00068,-0.00076,-0.00068,-0.00045,-6.00E-05
555.74,-4.00E-05,-0.00063,-0.00074,-0.00065,-0.00043,-8.00E-05
556.1,-3.00E-05,-0.00064,-0.00067,-0.00069,-0.00042,-0.00012
556.45,-1.00E-05,-0.00064,-0.00068,-0.00068,-0.00042,-0.00013
556.8,3.00E-05,-0.00061,-0.00064,-0.00066,-0.00035,-0.00012
557.16,1.00E-05,-0.00062,-0.00067,-0.00066,-0.00037,-0.00014
557.51,2.00E-05,-0.00062,-0.00069,-0.00067,-0.00037,-0.00018
557.87,7.00E-05,-0.00058,-0.00066,-0.00063,-0.00034,-0.00013
558.22,7.00E-05,-0.0006,-0.00067,-0.00064,-0.00037,-0.00011
558.58,8.00E-05,-0.00062,-0.00068,-0.00065,-0.00037,-0.00011
558.93,8.00E-05,-0.00061,-0.00066,-0.00066,-0.00035,-0.0001
559.28,6.00E-05,-0.00066,-0.00071,-0.00068,-0.00039,-0.00012
559.64,9.00E-05,-0.00061,-0.00066,-0.00068,-0.00037,-0.0001
559.99,7.00E-05,-0.00063,-0.00067,-0.00066,-0.00036,-9.00E-05
560.35,3.00E-05,-0.00068,-0.00068,-0.00072,-0.00039,-0.00012
560.7,-1.00E-05,-0.00071,-0.0007,-0.00074,-0.00044,-0.00018
561.05,-2.00E-05,-0.00067,-0.00069,-0.0007,-0.00041,-0.00016
561.41,-5.00E-05,-0.00064,-0.00071,-0.00071,-0.00045,-0.00016
561.76,-6.00E-05,-0.00062,-0.00069,-0.00071,-0.00042,-0.00015
562.12,-6.00E-05,-0.00063,-0.00069,-0.00067,-0.0004,-0.00014
562.47,-5.00E-05,-0.00061,-0.00069,-0.00067,-0.00042,-0.00016
562.82,-7.00E-05,-0.00059,-0.00069,-0.00069,-0.00043,-0.00015
563.18,-6.00E-05,-0.00058,-0.00068,-0.0007,-0.0004,-7.00E-05
563.53,-4.00E-05,-0.0006,-0.00071,-0.00073,-0.00041,-9.00E-05
563.88,-3.00E-05,-0.00062,-0.00072,-0.00074,-0.00039,-8.00E-05
564.24,-3.00E-05,-0.0006,-0.00072,-0.00074,-0.0004,-7.00E-05
564.59,-6.00E-05,-0.00063,-0.0007,-0.00078,-0.00043,-3.00E-05
564.95,-5.00E-05,-0.00063,-0.00067,-0.00078,-0.00041,0
565.3,-1.00E-05,-0.00062,-0.0007,-0.00078,-0.00038,-3.00E-05
565.65,4.00E-05,-0.00062,-0.00069,-0.00075,-0.00037,-5.00E-05
566.01,0,-0.00063,-0.0007,-0.00073,-0.0004,-7.00E-05
566.36,6.00E-05,-0.0006,-0.00067,-0.00069,-0.00039,-7.00E-05
566.71,0.00012,-0.0006,-0.00065,-0.00068,-0.00038,-4.00E-05
567.07,0.00018,-0.00056,-0.00065,-0.00065,-0.00034,-5.00E-05
567.42,0.00019,-0.00052,-0.00065,-0.0006,-0.0003,-5.00E-05
567.77,0.0002,-0.0005,-0.00062,-0.00056,-0.00033,-5.00E-05
568.13,0.00021,-0.00048,-0.00062,-0.00055,-0.0003,-2.00E-05
568.48,0.00022,-0.00049,-0.00063,-0.00057,-0.00027,-3.00E-05
568.83,0.00015,-0.00053,-0.00065,-0.00062,-0.0003,-5.00E-05
569.18,0.00012,-0.00054,-0.00065,-0.00063,-0.00033,-8.00E-05
569.54,6.00E-05,-0.0006,-0.00071,-0.00067,-0.00037,-6.00E-05
569.89,3.00E-05,-0.00065,-0.00074,-0.00074,-0.00041,-9.00E-05
570.24,1.00E-05,-0.00065,-0.00075,-0.00074,-0.00042,-0.0001
570.6,2.00E-05,-0.00065,-0.00073,-0.00075,-0.00042,-8.00E-05
570.95,4.00E-05,-0.00063,-0.00068,-0.00071,-0.00043,-9.00E-05
571.3,8.00E-05,-0.00061,-0.00065,-0.00065,-0.00037,-7.00E-05
571.65,9.00E-05,-0.00061,-0.00067,-0.0006,-0.00035,-6.00E-05
572.01,8.00E-05,-0.00062,-0.00066,-0.00062,-0.00035,-0.00013
572.36,7.00E-05,-0.0006,-0.00067,-0.00059,-0.00036,-0.00012
572.71,8.00E-05,-0.00061,-0.00072,-0.0006,-0.00036,-0.00011
573.06,5.00E-05,-0.00064,-0.00076,-0.00062,-0.00039,-0.00017
573.42,3.00E-05,-0.00067,-0.00077,-0.00065,-0.00042,-0.00017
573.77,3.00E-05,-0.00069,-0.00078,-0.00071,-0.00045,-0.00016
574.12,2.00E-05,-0.00071,-0.00073,-0.00073,-0.00044,-0.00015
574.47,7.00E-05,-0.00066,-0.00069,-0.0007,-0.00042,-0.00014
574.83,9.00E-05,-0.00063,-0.00065,-0.00069,-0.00038,-0.00012
575.18,9.00E-05,-0.00059,-0.00059,-0.0007,-0.00037,-8.00E-05
575.53,0.0001,-0.00058,-0.0006,-0.0007,-0.00039,-5.00E-05
575.88,9.00E-05,-0.00056,-0.00062,-0.00067,-0.00038,-5.00E-05
576.24,0.0001,-0.00055,-0.00063,-0.00063,-0.00036,-4.00E-05
576.59,8.00E-05,-0.00053,-0.00066,-0.00063,-0.00036,-8.00E-05
576.94,6.00E-05,-0.00053,-0.00068,-0.0006,-0.00034,-5.00E-05
577.29,5.00E-05,-0.00053,-0.00068,-0.00062,-0.00036,-4.00E-05
577.64,3.00E-05,-0.00058,-0.00069,-0.00065,-0.00039,-9.00E-05
578,7.00E-05,-0.00054,-0.00063,-0.00062,-0.0003,-6.00E-05
578.35,8.00E-05,-0.00056,-0.00063,-0.00065,-0.00033,-7.00E-05
578.7,0.0001,-0.00051,-0.00059,-0.00066,-0.00033,-6.00E-05
579.05,0.00011,-0.0005,-0.00058,-0.00067,-0.00033,-4.00E-05
579.4,9.00E-05,-0.0005,-0.00059,-0.00071,-0.00036,-4.00E-05
579.76,0.0001,-0.00053,-0.00062,-0.0007,-0.00039,-7.00E-05
580.11,0.00012,-0.00051,-0.00061,-0.00065,-0.00036,-4.00E-05
580.46,7.00E-05,-0.00054,-0.00066,-0.00067,-0.00039,-7.00E-05
580.81,0.0001,-0.00051,-0.00064,-0.00065,-0.00034,-4.00E-05
581.16,0.0001,-0.00055,-0.00064,-0.00064,-0.00035,-3.00E-05
581.51,9.00E-05,-0.00059,-0.00063,-0.00066,-0.00037,-6.00E-05
581.87,0.00011,-0.0006,-0.00065,-0.00063,-0.00037,-6.00E-05
582.22,0.00013,-0.00059,-0.00061,-0.00062,-0.00035,-3.00E-05
582.57,0.00011,-0.00061,-0.00063,-0.00063,-0.00035,-3.00E-05
582.92,0.00012,-0.00059,-0.00061,-0.0006,-0.00034,-1.00E-05
583.27,0.00012,-0.00061,-0.00062,-0.00057,-0.00034,-2.00E-05
583.62,9.00E-05,-0.00067,-0.00068,-0.00061,-0.00037,-8.00E-05
583.97,0.00011,-0.00067,-0.00069,-0.00063,-0.00037,-0.00011
584.33,9.00E-05,-0.00068,-0.00068,-0.00061,-0.00038,-0.0001
584.68,8.00E-05,-0.00069,-0.00069,-0.00061,-0.00037,-9.00E-05
585.03,8.00E-05,-0.00067,-0.00068,-0.00062,-0.00038,-0.0001
585.38,5.00E-05,-0.00068,-0.00069,-0.00066,-0.00038,-0.0001
585.73,5.00E-05,-0.00066,-0.00069,-0.0007,-0.00039,-0.00012
586.08,5.00E-05,-0.00063,-0.00066,-0.00067,-0.0004,-0.0001
586.43,4.00E-05,-0.00063,-0.00064,-0.00063,-0.00039,-5.00E-05
586.78,6.00E-05,-0.00061,-0.00064,-0.00062,-0.00036,-5.00E-05
587.13,4.00E-05,-0.00062,-0.00066,-0.00066,-0.00036,-8.00E-05
587.48,7.00E-05,-0.00062,-0.00065,-0.00063,-0.00036,-7.00E-05
587.84,0.00013,-0.00066,-0.00066,-0.00059,-0.00036,-6.00E-05
588.19,9.00E-05,-0.00071,-0.00069,-0.0006,-0.0004,-7.00E-05
588.54,0.0001,-0.00069,-0.0007,-0.00059,-0.00038,-6.00E-05
588.89,7.00E-05,-0.00071,-0.00075,-0.00063,-0.0004,-0.00012
589.24,6.00E-05,-0.00071,-0.00075,-0.00064,-0.00041,-0.00014
589.59,6.00E-05,-0.00068,-0.00073,-0.00063,-0.0004,-0.00011
589.94,3.00E-05,-0.00068,-0.00075,-0.00066,-0.00041,-0.00016
590.29,2.00E-05,-0.00062,-0.00071,-0.00067,-0.0004,-0.00014
590.64,2.00E-05,-0.00057,-0.00068,-0.00064,-0.00035,-0.00011
590.99,3.00E-05,-0.00055,-0.00064,-0.00065,-0.00033,-9.00E-05
591.34,9.00E-05,-0.00049,-0.00059,-0.00063,-0.00029,-5.00E-05
591.69,8.00E-05,-0.00049,-0.00055,-0.00065,-0.00031,0
592.04,0.00013,-0.00048,-0.00057,-0.00063,-0.00032,2.00E-05
592.39,0.00017,-0.00049,-0.00055,-0.00061,-0.00029,9.00E-05
592.74,0.00016,-0.0005,-0.00057,-0.00061,-0.0003,0.0001
593.09,0.00016,-0.00051,-0.00058,-0.00061,-0.00032,0.00013
593.44,0.00015,-0.00059,-0.00066,-0.00064,-0.00036,0.00011
593.79,0.00013,-0.00062,-0.00069,-0.00061,-0.00038,0.00011
594.14,0.00015,-0.00063,-0.00071,-0.0006,-0.00037,0.00012
594.49,0.00012,-0.00062,-0.00069,-0.00058,-0.00033,0.0001
594.84,0.0001,-0.00061,-0.00072,-0.00056,-0.00033,7.00E-05
595.19,9.00E-05,-0.00065,-0.00075,-0.00061,-0.00035,2.00E-05
595.54,0.0001,-0.00064,-0.00075,-0.00064,-0.00035,-2.00E-05
595.89,0.00011,-0.00059,-0.00067,-0.00058,-0.00031,3.00E-05
596.24,0.00013,-0.00054,-0.00062,-0.00055,-0.00027,5.00E-05
596.59,0.00012,-0.00055,-0.0006,-0.00056,-0.00029,2.00E-05
596.94,0.00011,-0.00054,-0.00061,-0.00061,-0.0003,4.00E-05
597.29,9.00E-05,-0.00059,-0.00059,-0.00068,-0.00036,2.00E-05
597.64,7.00E-05,-0.00056,-0.00058,-0.00064,-0.00038,6.00E-05
597.99,0.00011,-0.00056,-0.00055,-0.00061,-0.00035,0.00011
598.34,0.00013,-0.00055,-0.0006,-0.00064,-0.00039,0.00011
598.69,0.0001,-0.00059,-0.00067,-0.00068,-0.00044,7.00E-05
599.04,0.00012,-0.00062,-0.00073,-0.00071,-0.00044,7.00E-05
599.39,0.00014,-0.0006,-0.00071,-0.00069,-0.00044,7.00E-05
599.74,0.00015,-0.00061,-0.00073,-0.00068,-0.00044,6.00E-05
600.09,0.00017,-0.00062,-0.00076,-0.00071,-0.00043,6.00E-05
600.44,0.00015,-0.00064,-0.00079,-0.00073,-0.00042,1.00E-05
600.79,0.0001,-0.00063,-0.00077,-0.00072,-0.00041,-2.00E-05
601.14,0.00011,-0.00064,-0.00075,-0.00072,-0.0004,-1.00E-05
601.49,9.00E-05,-0.00065,-0.00072,-0.0007,-0.0004,-1.00E-05
601.83,3.00E-05,-0.00069,-0.00079,-0.00076,-0.00045,-7.00E-05
602.18,2.00E-05,-0.00067,-0.00076,-0.00076,-0.00041,-7.00E-05
602.53,-1.00E-05,-0.00063,-0.00071,-0.00072,-0.0004,-4.00E-05
602.88,1.00E-05,-0.00055,-0.00066,-0.00069,-0.00036,0
603.23,3.00E-05,-0.00057,-0.00067,-0.00069,-0.00033,5.00E-05
603.58,3.00E-05,-0.00057,-0.00066,-0.0007,-0.00034,6.00E-05
603.93,7.00E-05,-0.00053,-0.00063,-0.00067,-0.00031,0.0001
604.28,9.00E-05,-0.00057,-0.0006,-0.00064,-0.00031,0.00013
604.63,0.00014,-0.0006,-0.00064,-0.00063,-0.00032,0.00019
604.97,0.00017,-0.00062,-0.00066,-0.00065,-0.00035,0.0002
605.32,0.00013,-0.0007,-0.00073,-0.00068,-0.00042,0.00015
605.67,0.00014,-0.0007,-0.00073,-0.00069,-0.00042,0.00015
606.02,0.00015,-0.0007,-0.00073,-0.00069,-0.00041,0.00015
606.37,0.00011,-0.00071,-0.00076,-0.0007,-0.00044,0.00013
606.72,0.0001,-0.00068,-0.00074,-0.00069,-0.00045,0.00011
