Wavelengths,G08
380,0.00043109352516772844
381,0.00047625762475473493
382,0.0005268374626512996
383,0.0005787868727920559
384,0.0006349240739147867
385,0.0006860681358399698
386,0.0007388526420826751
387,0.0007934914514105357
388,0.0008655081803329758
389,0.0009398353942767732
390,0.0010160806324510396
391,0.0010935595408410306
392,0.0011549532889344452
393,0.001215146706469506
394,0.001274219534434458
395,0.0013327515467833873
396,0.0013953420424345038
397,0.001458407703016231
398,0.0015166341847329186
399,0.0015051923722820685
400,0.0015410651617526845
401,0.0016119283881910413
402,0.00168543444626098
403,0.0017611025266456807
404,0.0018389632562415845
405,0.0019102690889520844
406,0.0019740643812997563
407,0.002034049131546647
408,0.0020654778768444695
409,0.0020896464795267765
410,0.0021339283368502745
411,0.0021864476618059666
412,0.002230551182219214
413,0.0022587388122303053
414,0.002287064344193478
415,0.002312977635639508
416,0.0023320609817874378
417,0.002366932487563725
418,0.002404978387116014
419,0.0024264419001317496
420,0.0024479150193269746
421,0.002474453263409187
422,0.0025011781045394246
423,0.0025279149526910663
424,0.0025546638077493106
425,0.0025790213129806127
426,0.002599003968774933
427,0.0026169260258168616
428,0.0026259365885993205
429,0.002634501571845758
430,0.0026430398342051483
431,0.0026515513756774924
432,0.0026839338753967003
433,0.0027269158121066284
434,0.0027464415174191827
435,0.0027637666422596994
436,0.002778340032847905
437,0.0027922736174494783
438,0.0028061055336088578
439,0.0028177835461151777
440,0.0028570024154284425
441,0.0029592889765106445
442,0.003062384310099156
443,0.003166288415833557
444,0.003271001294025805
445,0.003376522944702305
446,0.003482853367863057
447,0.003670365929436785
448,0.0037506014106881325
449,0.003674974987793487
450,0.003596397380037798
451,0.003514262536485201
452,0.0034318404776684176
453,0.0033513792714963443
454,0.003270041895628626
455,0.0031915829181897878
456,0.0031316743526823274
457,0.003244652828525714
458,0.003352232503085279
459,0.003460355013905494
460,0.003569021330659477
461,0.003672425917288415
462,0.003775386180959653
463,0.003879600738427086
464,0.0039877154559409995
465,0.003952587220609951
466,0.003915127049352534
467,0.003877361847511205
468,0.0038392908441432436
469,0.003800913268305928
470,0.003757446472029796
471,0.003713173120543615
472,0.00366872315232183
473,0.0036463322196337708
474,0.0036252026209840534
475,0.0036084177584453543
476,0.003592134105225608
477,0.00357572664135839
478,0.0035591951405716748
479,0.003540207203844115
480,0.003517162140628772
481,0.003513855968989923
482,0.0035158587314479506
483,0.003516361153553179
484,0.0035168597460620665
485,0.0035203803563968773
486,0.0035293107333989634
487,0.0035382509579374296
488,0.0035472010300122746
489,0.0035248670621054546
490,0.003484352851116276
491,0.0034430257173869287
492,0.0033998137993570725
493,0.0033561148713921463
