Wavelengths,G10
380,0.0
381,0.0
382,0.0
383,4.361454059593261e-05
384,0.001867932476794685
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.02850740273479454
396,0.04519370922504788
397,0.047046786777049626
398,0.037761722132225485
399,0.016220641237705884
400,0.007067187414488467
401,0.007352561755220567
402,0.01269941150894294
403,0.0
404,0.0
405,0.004027493527767591
406,0.0
407,0.0
408,0.0
409,0.0009010421827107415
410,0.0
411,0.0
412,0.00020553350298050256
413,0.006557575499657525
414,0.0
415,0.0
416,0.0
417,0.00021374756435430572
418,0.0
419,0.0
420,0.0
421,0.004158438618137992
422,0.00722012880844633
423,0.010849172843490162
424,0.009210513558287163
425,0.0016705507816942942
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0012185568034088375
437,0.005166113829804893
438,0.00840239864788179
439,0.0034902090736241994
440,0.0
441,0.0
442,0.0
443,0.0
444,0.004226937876416732
445,0.004281513694688981
446,0.006039490988427271
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0022978603238703733
454,0.00904657795712608
455,0.0030566944549559735
456,8.877724797646122e-06
457,0.0
458,0.0003811876100339181
459,0.0017112564347652975
460,0.004363994338597868
461,7.193846459336453e-05
462,0.002370338154583104
463,0.0032140804754704827
464,0.003311199102184188
465,0.0
466,0.0
467,2.432036979045315e-05
468,0.00486883625350657
469,0.003371266763118984
470,0.0030314196276940517
471,0.0026161457535903133
472,0.0022423956348086873
473,0.0011215967527306663
474,0.0005553279170650922
475,0.0028700272853724226
476,0.0004123904071967906
477,0.0003917449889294323
478,0.0
479,0.0
480,0.0
481,0.000503636127629191
482,0.0011706025220456914
483,0.00395679186560725
484,0.0030431738860812138
485,0.0014666986655577207
486,0.0001885152784271068
487,0.0018080447644543622
488,0.0024757658941691268
489,0.0014954840656272528
490,0.00010810321726232672
491,0.0
492,0.0
493,0.0025793461279464223
494,0.002084660800337185
495,0.002806685514954493
496,0.0017081032898258381
497,0.0006228563447274048
498,7.156435703881394e-05
499,0.0020785718158716614
500,0.0028959176264652165
501,0.00229140324822453
502,0.0018818189142825372
503,0.002651957672204418
504,0.002443462715021151
505,0.00022876691187512558
506,0.0
507,0.0010668328710443469
508,0.0014505366495492277
509,0.0014916118736881768
510,0.0017163619176633628
511,0.0015440678204155123
512,0.0019938457413910178
513,0.001249747751550452
514,0.000934355057380207
515,0.001620085453426695
516,0.0015714911142417813
517,0.0011583131673608671
518,0.0017208070449077563
519,0.0018474717732489033
520,0.001846877932910561
521,0.0013824370494258074
522,0.0021637720711228606
523,0.001884268226561175
524,0.0014832048283487278
