AUPE,,,
HRC,,,
blank,,,
NA,,,
NA,,,
nm,,,
Hoya-C5000 IR Cut,,,
Wavelengths,0,8,16
1056,0.087322844,0.087322844,0.087322844
1057,0.08794146,0.08794146,0.08794146
1058,0.088560077,0.088560077,0.088560077
1059,0.089178693,0.089178693,0.089178693
1060,0.089797309,0.089797309,0.089797309
1061,0.090415925,0.090415925,0.090415925
1062,0.091034541,0.091034541,0.091034541
1063,0.091653157,0.091653157,0.091653157
1064,0.092271774,0.092271774,0.092271774
1065,0.09289039,0.09289039,0.09289039
1066,0.093509006,0.093509006,0.093509006
1067,0.094127622,0.094127622,0.094127622
1068,0.094746238,0.094746238,0.094746238
1069,0.095364855,0.095364855,0.095364855
1070,0.095983471,0.095983471,0.095983471
1071,0.096602087,0.096602087,0.096602087
1072,0.097220703,0.097220703,0.097220703
1073,0.097839319,0.097839319,0.097839319
1074,0.098457935,0.098457935,0.098457935
1075,0.099076552,0.099076552,0.099076552
1076,0.099695168,0.099695168,0.099695168
1077,0.100313784,0.100313784,0.100313784
1078,0.1009324,0.1009324,0.1009324
1079,0.101551016,0.101551016,0.101551016
1080,0.102169632,0.102169632,0.102169632
1081,0.102788249,0.102788249,0.102788249
1082,0.103406865,0.103406865,0.103406865
1083,0.104025481,0.104025481,0.104025481
1084,0.104644097,0.104644097,0.104644097
1085,0.105262713,0.105262713,0.105262713
1086,0.10588133,0.10588133,0.10588133
1087,0.106499946,0.106499946,0.106499946
1088,0.107118562,0.107118562,0.107118562
1089,0.107737178,0.107737178,0.107737178
1090,0.108355794,0.108355794,0.108355794
1091,0.10897441,0.10897441,0.10897441
1092,0.109593027,0.109593027,0.109593027
1093,0.110211643,0.110211643,0.110211643
1094,0.110830259,0.110830259,0.110830259
1095,0.111448875,0.111448875,0.111448875
1096,0.112067491,0.112067491,0.112067491
1097,0.112686107,0.112686107,0.112686107
1098,0.113304724,0.113304724,0.113304724
1099,0.11392334,0.11392334,0.11392334
1100,0.114541956,0.114541956,0.114541956
