EXMPC,,,
EXMPCHRCfull,,,
Bayer,,,
NA,,,
NA,,,
nm,,,
On Semiconductor TND6114/D Technical Note,,,
Wavelengths,Red,Green,Blue
1058,-0.011061664,-0.007789224,-0.00659596
1059,-0.012314278,-0.00867127,-0.007420456
1060,-0.013566892,-0.009553316,-0.008244951
1061,-0.014819507,-0.010435362,-0.009069446
1062,-0.016072121,-0.011317407,-0.009893941
1063,-0.017324736,-0.012199453,-0.010718436
1064,-0.01857735,-0.013081499,-0.011542931
1065,-0.019829965,-0.013963545,-0.012367426
1066,-0.021082579,-0.014845591,-0.013191921
1067,-0.022335194,-0.015727637,-0.014016416
1068,-0.023587808,-0.016609683,-0.014840911
1069,-0.024840422,-0.017491728,-0.015665406
1070,-0.026093037,-0.018373774,-0.016489901
1071,-0.027345651,-0.01925582,-0.017314396
1072,-0.028598266,-0.020137866,-0.018138891
1073,-0.02985088,-0.021019912,-0.018963386
1074,-0.031103495,-0.021901958,-0.019787881
1075,-0.032356109,-0.022784004,-0.020612377
1076,-0.033608724,-0.023666049,-0.021436872
1077,-0.034861338,-0.024548095,-0.022261367
1078,-0.036113953,-0.025430141,-0.023085862
1079,-0.037366567,-0.026312187,-0.023910357
1080,-0.038619181,-0.027194233,-0.024734852
1081,-0.039871796,-0.028076279,-0.025559347
1082,-0.04112441,-0.028958325,-0.026383842
1083,-0.042377025,-0.02984037,-0.027208337
1084,-0.043629639,-0.030722416,-0.028032832
1085,-0.044882254,-0.031604462,-0.028857327
1086,-0.046134868,-0.032486508,-0.029681822
1087,-0.047387483,-0.033368554,-0.030506317
1088,-0.048640097,-0.0342506,-0.031330812
1089,-0.049892711,-0.035132646,-0.032155307
1090,-0.051145326,-0.036014691,-0.032979802
1091,-0.05239794,-0.036896737,-0.033804298
1092,-0.053650555,-0.037778783,-0.034628793
1093,-0.054903169,-0.038660829,-0.035453288
1094,-0.056155784,-0.039542875,-0.036277783
1095,-0.057408398,-0.040424921,-0.037102278
1096,-0.058661013,-0.041306967,-0.037926773
1097,-0.059913627,-0.042189012,-0.038751268
1098,-0.061166242,-0.043071058,-0.039575763
1099,-0.062418856,-0.043953104,-0.040400258
1100,-0.06367147,-0.04483515,-0.041224753
