PanCam_CT Measured ~2018 Aber. Uni.,,,,,,,,
Wavelength,MultiSpec,White,Red,Yellow,Turquoise,Blue,Light_Gray,Dark_Gray
476.91,15.668,85.492,7.835,7.591,22.211,7.574,16.352,6.078
477.27,15.961,85.491,7.842,7.594,22.218,7.541,16.314,6.079
477.63,16.225,85.495,7.854,7.582,22.235,7.509,16.341,6.075
477.99,16.458,85.497,7.849,7.585,22.241,7.495,16.324,6.075
478.35,16.668,85.542,7.85,7.577,22.271,7.461,16.307,6.089
478.71,16.828,85.542,7.835,7.561,22.299,7.446,16.282,6.077
479.07,16.905,85.516,7.823,7.551,22.326,7.436,16.261,6.06
479.43,16.915,85.511,7.837,7.539,22.367,7.432,16.232,6.053
479.79,16.872,85.522,7.82,7.537,22.409,7.423,16.204,6.026
480.15,16.773,85.559,7.824,7.539,22.439,7.419,16.165,6.008
480.51,16.617,85.608,7.817,7.542,22.471,7.387,16.135,6.011
480.87,16.397,85.623,7.816,7.519,22.499,7.393,16.125,5.991
481.23,16.13,85.679,7.821,7.509,22.522,7.375,16.116,5.993
481.59,15.841,85.724,7.818,7.49,22.551,7.349,16.104,6.002
481.95,15.513,85.774,7.81,7.491,22.54,7.329,16.089,5.99
482.31,15.188,85.82,7.825,7.493,22.568,7.321,16.089,5.989
482.66,14.853,85.856,7.812,7.502,22.605,7.305,16.062,5.987
483.02,14.523,85.859,7.803,7.481,22.646,7.294,16.069,5.968
483.38,14.216,85.848,7.803,7.491,22.654,7.276,16.042,5.974
483.74,13.971,85.857,7.801,7.5,22.683,7.277,16.017,5.988
484.1,13.74,85.843,7.802,7.515,22.702,7.268,16.001,5.986
484.46,13.549,85.905,7.802,7.5,22.739,7.274,15.998,5.999
484.82,13.411,85.927,7.81,7.506,22.749,7.257,15.995,6.009
485.18,13.32,85.992,7.816,7.508,22.786,7.257,15.99,6
485.54,13.284,86.065,7.821,7.515,22.79,7.265,15.972,5.989
485.9,13.287,86.164,7.815,7.512,22.854,7.266,15.981,5.984
486.26,13.329,86.206,7.819,7.501,22.888,7.242,15.993,5.971
486.62,13.451,86.287,7.807,7.5,22.928,7.246,15.983,5.972
486.98,13.637,86.285,7.802,7.511,22.952,7.233,15.972,5.953
487.33,13.846,86.31,7.801,7.504,22.994,7.236,15.957,5.936
487.69,14.123,86.286,7.794,7.498,23.009,7.228,15.942,5.948
488.05,14.439,86.296,7.814,7.492,23.044,7.228,15.939,5.976
488.41,14.815,86.261,7.818,7.5,23.067,7.22,15.916,5.971
488.77,15.215,86.254,7.825,7.493,23.105,7.214,15.9,5.971
489.13,15.643,86.265,7.827,7.484,23.139,7.209,15.9,5.967
489.49,16.092,86.237,7.825,7.478,23.168,7.22,15.888,5.965
489.85,16.598,86.186,7.808,7.475,23.183,7.225,15.878,5.961
490.2,17.11,86.167,7.811,7.459,23.222,7.223,15.872,5.964
490.56,17.637,86.122,7.799,7.476,23.259,7.203,15.854,5.957
490.92,18.204,86.097,7.789,7.477,23.274,7.198,15.84,5.957
491.28,18.768,86.077,7.769,7.494,23.29,7.194,15.834,5.948
491.64,19.35,86.014,7.775,7.512,23.306,7.193,15.834,5.952
492,19.943,85.987,7.77,7.517,23.339,7.177,15.819,5.956
492.36,20.517,85.993,7.789,7.52,23.364,7.165,15.812,5.958
492.71,21.103,85.956,7.793,7.544,23.374,7.148,15.796,5.939
493.07,21.694,85.963,7.777,7.542,23.386,7.153,15.799,5.931
493.43,22.271,85.972,7.78,7.552,23.407,7.151,15.796,5.924
493.79,22.87,85.988,7.778,7.549,23.416,7.155,15.785,5.925
494.15,23.485,85.996,7.78,7.546,23.427,7.156,15.76,5.896
494.5,24.103,86.052,7.777,7.56,23.45,7.152,15.754,5.883
494.86,24.748,86.073,7.763,7.571,23.47,7.144,15.732,5.875
495.22,25.378,86.09,7.751,7.576,23.496,7.152,15.738,5.886
495.58,26.011,86.066,7.75,7.593,23.515,7.153,15.723,5.883
495.94,26.625,86.053,7.748,7.603,23.535,7.149,15.716,5.884
496.29,27.203,86.039,7.751,7.614,23.577,7.15,15.686,5.898
496.65,27.705,86.089,7.743,7.636,23.594,7.142,15.678,5.907
497.01,28.176,86.068,7.74,7.645,23.595,7.141,15.669,5.909
497.37,28.552,86.091,7.74,7.671,23.607,7.141,15.665,5.914
497.73,28.873,86.116,7.731,7.697,23.621,7.141,15.645,5.908
498.08,29.133,86.161,7.733,7.716,23.642,7.122,15.629,5.907
498.44,29.336,86.187,7.734,7.741,23.648,7.12,15.614,5.903
498.8,29.476,86.216,7.733,7.774,23.649,7.113,15.615,5.881
499.16,29.565,86.228,7.735,7.808,23.675,7.112,15.597,5.878
499.51,29.59,86.244,7.738,7.851,23.711,7.107,15.6,5.873
499.87,29.605,86.24,7.728,7.904,23.735,7.1,15.603,5.869
500.23,29.586,86.241,7.733,7.954,23.751,7.1,15.597,5.866
500.59,29.538,86.256,7.73,8.015,23.761,7.115,15.591,5.867
500.94,29.454,86.296,7.725,8.084,23.785,7.114,15.576,5.864
501.3,29.422,86.303,7.729,8.168,23.81,7.106,15.565,5.87
501.66,29.391,86.277,7.727,8.251,23.831,7.099,15.566,5.873
502.02,29.382,86.258,7.727,8.34,23.838,7.096,15.553,5.878
502.37,29.358,86.277,7.73,8.434,23.846,7.088,15.54,5.891
502.73,29.344,86.317,7.731,8.545,23.854,7.073,15.537,5.882
503.09,29.336,86.338,7.726,8.656,23.868,7.061,15.528,5.873
503.44,29.333,86.33,7.729,8.79,23.877,7.05,15.529,5.868
503.8,29.271,86.339,7.72,8.921,23.879,7.039,15.527,5.856
504.16,29.21,86.377,7.709,9.066,23.885,7.031,15.522,5.863
504.51,29.11,86.395,7.715,9.224,23.888,7.023,15.512,5.863
504.87,28.999,86.418,7.706,9.378,23.902,7.026,15.513,5.846
505.23,28.857,86.411,7.706,9.554,23.911,7.02,15.517,5.85
505.59,28.692,86.423,7.713,9.744,23.924,7.012,15.517,5.855
505.94,28.505,86.425,7.707,9.928,23.939,7.003,15.513,5.854
506.3,28.302,86.427,7.703,10.128,23.945,7.011,15.521,5.858
506.66,28.085,86.45,7.704,10.347,23.945,7.009,15.532,5.853
507.01,27.855,86.484,7.691,10.567,23.956,7.017,15.53,5.84
507.37,27.601,86.513,7.688,10.798,23.973,7.004,15.516,5.848
507.73,27.355,86.536,7.681,11.034,23.999,6.997,15.501,5.84
508.08,27.069,86.568,7.681,11.285,24.011,6.998,15.494,5.838
508.44,26.802,86.61,7.678,11.551,24.019,7.003,15.503,5.841
508.79,26.504,86.626,7.677,11.809,24.038,6.996,15.502,5.841
509.15,26.199,86.606,7.685,12.074,24.062,6.998,15.483,5.836
509.51,25.908,86.629,7.679,12.361,24.071,6.988,15.487,5.839
509.86,25.636,86.603,7.682,12.659,24.079,6.99,15.485,5.839
510.22,25.364,86.577,7.681,12.951,24.071,6.988,15.48,5.841
510.58,25.145,86.567,7.674,13.247,24.063,6.977,15.483,5.841
510.93,24.916,86.561,7.687,13.549,24.064,6.971,15.479,5.835
511.29,24.727,86.595,7.692,13.873,24.064,6.957,15.471,5.83
511.64,24.574,86.626,7.685,14.178,24.058,6.947,15.481,5.828
512,24.448,86.633,7.686,14.495,24.06,6.943,15.476,5.829
512.36,24.368,86.644,7.684,14.817,24.056,6.941,15.488,5.817
512.71,24.329,86.68,7.676,15.131,24.071,6.945,15.488,5.811
513.07,24.314,86.68,7.673,15.456,24.075,6.949,15.487,5.805
513.42,24.33,86.653,7.655,15.781,24.076,6.948,15.486,5.803
513.78,24.398,86.626,7.65,16.096,24.076,6.946,15.486,5.8
514.14,24.494,86.654,7.654,16.436,24.073,6.942,15.48,5.79
514.49,24.605,86.675,7.663,16.757,24.073,6.93,15.482,5.795
514.85,24.711,86.697,7.663,17.083,24.063,6.917,15.481,5.791
515.2,24.832,86.697,7.671,17.411,24.041,6.901,15.488,5.792
515.56,24.954,86.707,7.67,17.741,24.044,6.892,15.494,5.786
515.91,25.083,86.74,7.669,18.068,24.031,6.881,15.495,5.784
516.27,25.197,86.781,7.676,18.411,24.019,6.883,15.502,5.785
516.62,25.285,86.77,7.673,18.748,24.025,6.873,15.51,5.797
516.98,25.369,86.743,7.668,19.089,24.026,6.875,15.521,5.788
517.34,25.442,86.762,7.671,19.407,24.034,6.869,15.519,5.789
517.69,25.474,86.797,7.671,19.753,24.039,6.872,15.528,5.786
518.05,25.481,86.839,7.671,20.059,24.029,6.868,15.53,5.789
518.4,25.446,86.858,7.678,20.38,24.02,6.865,15.531,5.787
518.76,25.386,86.862,7.666,20.695,24.024,6.861,15.531,5.786
519.11,25.284,86.875,7.662,21.006,24.018,6.859,15.547,5.774
519.47,25.128,86.916,7.665,21.302,23.997,6.859,15.542,5.774
519.82,24.919,86.91,7.664,21.608,23.984,6.863,15.547,5.778
520.18,24.655,86.89,7.659,21.89,23.973,6.859,15.546,5.782
520.53,24.334,86.896,7.66,22.185,23.964,6.855,15.552,5.781
520.89,23.981,86.879,7.659,22.461,23.966,6.85,15.565,5.774
521.24,23.555,86.891,7.656,22.741,23.944,6.843,15.578,5.777
521.6,23.092,86.892,7.651,23.007,23.925,6.836,15.566,5.78
521.95,22.62,86.878,7.647,23.27,23.922,6.821,15.567,5.783
522.31,22.129,86.884,7.637,23.54,23.91,6.815,15.572,5.776
522.66,21.644,86.911,7.635,23.792,23.882,6.804,15.583,5.772
523.02,21.166,86.896,7.636,24.044,23.863,6.796,15.593,5.764
523.37,20.689,86.922,7.643,24.283,23.844,6.793,15.597,5.767
523.72,20.259,86.959,7.645,24.511,23.832,6.786,15.601,5.752
524.08,19.867,86.963,7.644,24.744,23.814,6.785,15.615,5.742
524.43,19.508,86.964,7.638,24.968,23.777,6.781,15.627,5.728
524.79,19.195,86.986,7.647,25.187,23.755,6.772,15.641,5.725
525.14,18.925,87.006,7.646,25.397,23.743,6.775,15.644,5.725
525.5,18.708,87.016,7.644,25.618,23.719,6.777,15.65,5.738
525.85,18.547,87.019,7.637,25.835,23.709,6.768,15.654,5.729
526.21,18.42,86.992,7.632,26.033,23.676,6.772,15.666,5.738
526.56,18.339,86.991,7.63,26.221,23.647,6.769,15.67,5.748
526.91,18.293,87.027,7.632,26.425,23.632,6.773,15.672,5.758
527.27,18.267,87.026,7.621,26.61,23.606,6.765,15.672,5.756
527.62,18.239,87.036,7.621,26.813,23.583,6.765,15.687,5.76
527.98,18.205,87.07,7.619,26.995,23.56,6.763,15.691,5.74
528.33,18.151,87.081,7.612,27.165,23.528,6.763,15.711,5.749
528.68,18.063,87.116,7.618,27.336,23.5,6.752,15.72,5.748
529.04,17.919,87.155,7.621,27.501,23.481,6.745,15.731,5.74
529.39,17.701,87.159,7.625,27.647,23.454,6.737,15.741,5.732
529.75,17.421,87.182,7.635,27.791,23.417,6.745,15.758,5.737
530.1,17.068,87.175,7.642,27.937,23.382,6.739,15.758,5.738
530.45,16.646,87.147,7.639,28.063,23.356,6.733,15.775,5.744
530.81,16.153,87.159,7.641,28.214,23.322,6.727,15.781,5.738
531.16,15.614,87.155,7.635,28.369,23.293,6.725,15.784,5.73
531.52,15.032,87.168,7.631,28.514,23.241,6.725,15.799,5.731
531.87,14.432,87.187,7.625,28.664,23.203,6.716,15.813,5.732
532.22,13.832,87.173,7.625,28.808,23.176,6.708,15.819,5.721
532.58,13.255,87.175,7.616,28.928,23.145,6.698,15.832,5.71
532.93,12.714,87.168,7.615,29.068,23.094,6.693,15.833,5.71
533.28,12.213,87.18,7.609,29.184,23.045,6.682,15.841,5.711
533.64,11.757,87.193,7.609,29.299,23.01,6.681,15.85,5.715
533.99,11.359,87.19,7.612,29.406,22.977,6.672,15.849,5.707
534.34,11.028,87.173,7.612,29.501,22.936,6.673,15.858,5.712
534.7,10.741,87.228,7.611,29.603,22.894,6.675,15.858,5.716
535.05,10.506,87.224,7.615,29.702,22.85,6.672,15.855,5.716
535.4,10.312,87.252,7.617,29.798,22.814,6.671,15.865,5.717
535.76,10.162,87.252,7.624,29.879,22.782,6.679,15.873,5.718
536.11,10.044,87.246,7.626,29.965,22.736,6.673,15.888,5.717
536.46,9.973,87.229,7.619,30.049,22.692,6.674,15.901,5.717
536.82,9.911,87.232,7.618,30.129,22.646,6.666,15.904,5.707
537.17,9.863,87.212,7.607,30.207,22.591,6.661,15.913,5.711
537.52,9.836,87.226,7.602,30.297,22.543,6.659,15.925,5.71
537.87,9.825,87.214,7.596,30.369,22.49,6.65,15.937,5.712
538.23,9.823,87.24,7.593,30.461,22.428,6.647,15.956,5.709
538.58,9.832,87.232,7.594,30.525,22.373,6.648,15.951,5.707
538.93,9.839,87.261,7.594,30.581,22.325,6.642,15.96,5.708
539.29,9.86,87.281,7.596,30.662,22.275,6.648,15.977,5.713
539.64,9.883,87.303,7.604,30.73,22.239,6.643,15.987,5.714
539.99,9.917,87.313,7.6,30.775,22.174,6.643,16.005,5.711
540.34,9.956,87.354,7.603,30.837,22.127,6.641,16.013,5.702
540.7,10.013,87.342,7.6,30.887,22.075,6.639,16.006,5.702
541.05,10.072,87.362,7.59,30.939,22.024,6.634,16.008,5.697
541.4,10.139,87.36,7.589,30.999,21.974,6.637,16.003,5.698
541.75,10.215,87.344,7.577,31.047,21.916,6.632,16.005,5.691
542.11,10.306,87.323,7.571,31.116,21.839,6.631,16.009,5.687
542.46,10.406,87.344,7.576,31.181,21.793,6.629,16.001,5.687
542.81,10.513,87.313,7.58,31.22,21.719,6.633,15.999,5.691
543.16,10.615,87.35,7.574,31.268,21.652,6.625,15.997,5.686
543.51,10.728,87.354,7.573,31.324,21.583,6.628,16.012,5.681
543.87,10.845,87.351,7.572,31.391,21.506,6.627,16.012,5.677
544.22,10.97,87.372,7.576,31.442,21.435,6.625,16.003,5.677
544.57,11.108,87.376,7.57,31.476,21.372,6.627,15.997,5.67
544.92,11.254,87.383,7.566,31.509,21.307,6.625,15.995,5.668
545.27,11.409,87.387,7.563,31.569,21.259,6.626,15.995,5.666
545.63,11.589,87.37,7.569,31.615,21.201,6.629,15.997,5.668
545.98,11.792,87.387,7.576,31.661,21.136,6.626,15.991,5.672
546.33,12.011,87.409,7.579,31.673,21.069,6.619,15.995,5.674
546.68,12.255,87.412,7.579,31.693,21.004,6.617,16.004,5.674
547.03,12.535,87.416,7.577,31.719,20.941,6.611,16.019,5.678
547.39,12.845,87.415,7.572,31.761,20.88,6.603,16.027,5.679
547.74,13.187,87.444,7.569,31.781,20.804,6.598,16.017,5.676
548.09,13.554,87.449,7.559,31.811,20.731,6.595,16.011,5.674
548.44,13.948,87.427,7.554,31.822,20.661,6.592,16.003,5.664
548.79,14.365,87.422,7.546,31.873,20.596,6.591,16.001,5.662
549.14,14.794,87.433,7.547,31.91,20.511,6.588,15.995,5.661
549.5,15.233,87.45,7.548,31.954,20.432,6.59,15.983,5.653
549.85,15.683,87.45,7.551,31.967,20.351,6.601,15.974,5.648
550.2,16.143,87.452,7.556,31.994,20.275,6.602,15.964,5.648
550.55,16.611,87.45,7.558,32.018,20.193,6.602,15.965,5.647
550.9,17.103,87.463,7.554,32.048,20.118,6.602,15.964,5.65
551.25,17.61,87.47,7.547,32.085,20.046,6.606,15.96,5.646
551.6,18.152,87.473,7.539,32.106,19.981,6.605,15.951,5.634
551.95,18.731,87.459,7.537,32.116,19.907,6.607,15.943,5.641
552.31,19.342,87.444,7.527,32.149,19.817,6.604,15.94,5.637
552.66,20.006,87.441,7.519,32.161,19.737,6.598,15.935,5.627
553.01,20.723,87.446,7.518,32.17,19.661,6.597,15.923,5.627
553.36,21.503,87.437,7.515,32.194,19.581,6.601,15.915,5.63
553.71,22.346,87.428,7.525,32.193,19.497,6.596,15.902,5.627
554.06,23.227,87.434,7.523,32.223,19.415,6.6,15.892,5.634
554.41,24.151,87.452,7.521,32.241,19.342,6.6,15.882,5.63
554.76,25.114,87.487,7.522,32.263,19.264,6.601,15.872,5.627
555.11,26.063,87.492,7.523,32.296,19.189,6.601,15.873,5.629
555.46,27.005,87.511,7.527,32.326,19.11,6.607,15.868,5.621
555.81,27.865,87.55,7.535,32.344,19.031,6.608,15.867,5.614
556.16,28.67,87.568,7.532,32.362,18.953,6.619,15.854,5.607
556.52,29.395,87.563,7.53,32.358,18.875,6.618,15.844,5.602
556.87,30.026,87.552,7.533,32.372,18.779,6.615,15.836,5.595
557.22,30.573,87.546,7.542,32.389,18.697,6.613,15.825,5.596
557.57,31.032,87.575,7.533,32.406,18.612,6.611,15.812,5.59
557.92,31.395,87.564,7.526,32.425,18.529,6.612,15.807,5.581
558.27,31.708,87.557,7.522,32.438,18.447,6.614,15.794,5.581
558.62,31.932,87.566,7.52,32.451,18.354,6.612,15.783,5.587
558.97,32.116,87.561,7.523,32.475,18.27,6.609,15.773,5.585
559.32,32.231,87.581,7.521,32.487,18.187,6.612,15.755,5.583
559.67,32.284,87.592,7.515,32.49,18.107,6.612,15.736,5.576
560.02,32.314,87.575,7.515,32.492,18.017,6.616,15.73,5.577
560.37,32.294,87.603,7.516,32.5,17.927,6.614,15.714,5.58
560.72,32.23,87.607,7.507,32.519,17.837,6.599,15.701,5.574
561.07,32.148,87.593,7.51,32.521,17.748,6.593,15.683,5.573
561.42,32.063,87.631,7.511,32.526,17.657,6.6,15.671,5.561
561.77,31.957,87.63,7.504,32.548,17.573,6.598,15.668,5.566
562.12,31.843,87.625,7.502,32.563,17.479,6.586,15.658,5.566
562.47,31.726,87.638,7.502,32.572,17.4,6.582,15.633,5.561
562.82,31.617,87.625,7.495,32.576,17.318,6.578,15.62,5.557
563.17,31.511,87.642,7.499,32.578,17.231,6.577,15.603,5.548
563.52,31.398,87.662,7.497,32.596,17.158,6.574,15.599,5.539
563.87,31.244,87.662,7.49,32.615,17.072,6.57,15.579,5.548
564.22,31.083,87.672,7.501,32.607,16.982,6.557,15.558,5.54
564.57,30.875,87.691,7.501,32.621,16.895,6.566,15.548,5.531
564.92,30.632,87.699,7.505,32.64,16.796,6.567,15.538,5.53
565.27,30.332,87.69,7.509,32.653,16.707,6.566,15.512,5.534
565.62,29.96,87.68,7.51,32.658,16.619,6.569,15.489,5.538
565.96,29.525,87.691,7.511,32.67,16.516,6.573,15.475,5.535
566.31,29.023,87.689,7.51,32.676,16.423,6.565,15.457,5.527
566.66,28.463,87.714,7.503,32.691,16.336,6.573,15.438,5.526
567.01,27.831,87.714,7.5,32.695,16.255,6.567,15.429,5.531
567.36,27.132,87.718,7.497,32.704,16.165,6.562,15.412,5.529
567.71,26.356,87.757,7.493,32.708,16.079,6.548,15.398,5.525
568.06,25.546,87.758,7.49,32.717,15.996,6.549,15.384,5.524
568.41,24.703,87.743,7.485,32.727,15.916,6.543,15.362,5.52
568.76,23.823,87.755,7.485,32.729,15.831,6.537,15.352,5.519
569.11,22.929,87.739,7.492,32.723,15.742,6.532,15.338,5.512
569.46,22.047,87.719,7.497,32.729,15.648,6.53,15.31,5.507
569.81,21.166,87.732,7.496,32.727,15.564,6.528,15.29,5.505
570.15,20.347,87.721,7.495,32.73,15.478,6.531,15.26,5.502
570.5,19.566,87.739,7.501,32.743,15.381,6.524,15.238,5.498
570.85,18.831,87.766,7.492,32.739,15.291,6.516,15.212,5.503
571.2,18.171,87.75,7.498,32.754,15.208,6.521,15.19,5.5
571.55,17.56,87.748,7.486,32.781,15.119,6.518,15.158,5.499
571.9,17.01,87.787,7.484,32.791,15.037,6.515,15.136,5.491
572.25,16.528,87.774,7.484,32.799,14.947,6.508,15.117,5.49
572.6,16.099,87.767,7.482,32.806,14.851,6.501,15.106,5.486
572.94,15.724,87.764,7.477,32.8,14.771,6.499,15.081,5.476
573.29,15.387,87.784,7.485,32.809,14.682,6.497,15.061,5.466
573.64,15.09,87.793,7.474,32.822,14.587,6.492,15.045,5.459
573.99,14.83,87.802,7.477,32.819,14.505,6.485,15.034,5.453
574.34,14.604,87.793,7.472,32.838,14.418,6.478,15.014,5.456
574.69,14.412,87.806,7.47,32.856,14.342,6.472,14.996,5.454
575.03,14.235,87.806,7.475,32.865,14.27,6.472,14.972,5.451
575.38,14.072,87.804,7.462,32.863,14.185,6.468,14.965,5.452
575.73,13.936,87.783,7.463,32.86,14.106,6.462,14.951,5.448
576.08,13.809,87.798,7.472,32.857,14.03,6.454,14.942,5.45
576.43,13.683,87.808,7.466,32.857,13.953,6.452,14.924,5.444
576.78,13.573,87.827,7.466,32.843,13.871,6.447,14.905,5.436
577.12,13.451,87.811,7.466,32.837,13.792,6.446,14.878,5.432
577.47,13.32,87.837,7.463,32.85,13.713,6.444,14.873,5.422
577.82,13.196,87.846,7.474,32.864,13.63,6.444,14.852,5.422
578.17,13.054,87.834,7.473,32.882,13.547,6.44,14.833,5.419
578.52,12.912,87.849,7.474,32.876,13.468,6.433,14.813,5.411
578.86,12.77,87.843,7.48,32.88,13.387,6.421,14.797,5.412
579.21,12.612,87.833,7.473,32.88,13.308,6.411,14.784,5.412
579.56,12.457,87.847,7.471,32.87,13.22,6.409,14.765,5.413
579.91,12.316,87.821,7.468,32.857,13.137,6.4,14.739,5.412
580.25,12.183,87.848,7.463,32.877,13.057,6.387,14.725,5.411
580.6,12.056,87.866,7.461,32.879,12.983,6.388,14.705,5.415
580.95,11.933,87.857,7.455,32.88,12.905,6.384,14.673,5.415
581.3,11.821,87.859,7.449,32.883,12.832,6.387,14.655,5.413
581.64,11.719,87.861,7.455,32.89,12.757,6.384,14.638,5.408
581.99,11.639,87.88,7.452,32.907,12.686,6.374,14.63,5.404
582.34,11.564,87.91,7.451,32.911,12.609,6.369,14.61,5.404
582.69,11.505,87.91,7.457,32.904,12.533,6.361,14.586,5.406
583.03,11.471,87.924,7.452,32.902,12.452,6.354,14.574,5.398
583.38,11.447,87.925,7.455,32.913,12.388,6.356,14.559,5.395
583.73,11.438,87.947,7.458,32.918,12.313,6.347,14.543,5.394
584.08,11.449,87.945,7.46,32.933,12.246,6.341,14.528,5.398
584.42,11.468,87.938,7.469,32.913,12.189,6.342,14.508,5.392
584.77,11.514,87.932,7.473,32.926,12.12,6.342,14.499,5.388
585.12,11.565,87.923,7.468,32.924,12.057,6.34,14.493,5.383
585.46,11.628,87.914,7.472,32.926,11.997,6.335,14.477,5.383
585.81,11.719,87.908,7.471,32.918,11.919,6.328,14.476,5.38
586.16,11.829,87.912,7.476,32.912,11.849,6.321,14.46,5.377
586.5,11.956,87.898,7.478,32.902,11.775,6.32,14.446,5.369
586.85,12.091,87.889,7.466,32.917,11.705,6.313,14.438,5.368
587.2,12.242,87.897,7.467,32.907,11.635,6.309,14.429,5.369
587.54,12.414,87.906,7.464,32.905,11.566,6.312,14.418,5.364
587.89,12.602,87.918,7.46,32.905,11.508,6.303,14.411,5.364
588.24,12.804,87.926,7.463,32.903,11.441,6.295,14.393,5.36
588.58,13.024,87.934,7.458,32.904,11.381,6.292,14.392,5.351
588.93,13.28,87.95,7.457,32.906,11.32,6.285,14.381,5.355
589.28,13.553,88.011,7.464,32.897,11.253,6.281,14.374,5.351
589.62,13.841,87.996,7.466,32.901,11.202,6.277,14.359,5.345
589.97,14.156,87.99,7.47,32.899,11.146,6.263,14.35,5.348
590.32,14.491,87.98,7.481,32.895,11.082,6.258,14.342,5.341
590.66,14.836,87.98,7.479,32.896,11.025,6.258,14.335,5.338
591.01,15.2,87.973,7.484,32.898,10.966,6.255,14.318,5.344
591.36,15.57,87.979,7.484,32.89,10.913,6.259,14.319,5.337
591.7,15.961,87.945,7.489,32.899,10.852,6.255,14.31,5.342
592.05,16.371,87.963,7.492,32.895,10.795,6.251,14.305,5.339
592.39,16.762,87.962,7.501,32.898,10.741,6.253,14.295,5.339
592.74,17.177,87.963,7.502,32.893,10.684,6.249,14.29,5.34
593.09,17.612,87.96,7.511,32.902,10.629,6.247,14.286,5.342
593.43,18.04,87.979,7.511,32.905,10.579,6.251,14.288,5.337
593.78,18.456,87.987,7.523,32.908,10.52,6.249,14.276,5.336
594.12,18.875,87.987,7.537,32.904,10.476,6.247,14.271,5.327
594.47,19.281,88.001,7.553,32.901,10.418,6.244,14.264,5.332
594.82,19.708,88.026,7.568,32.891,10.365,6.243,14.264,5.326
595.16,20.105,88.026,7.588,32.892,10.318,6.241,14.264,5.323
595.51,20.499,88.062,7.602,32.88,10.273,6.237,14.259,5.323
595.85,20.889,88.043,7.631,32.891,10.225,6.231,14.258,5.32
596.2,21.278,88.043,7.655,32.889,10.176,6.221,14.255,5.318
596.54,21.669,88.072,7.675,32.894,10.13,6.217,14.256,5.312
596.89,22.057,88.086,7.701,32.905,10.085,6.215,14.265,5.306
597.23,22.427,88.06,7.735,32.899,10.031,6.211,14.268,5.301
597.58,22.806,88.103,7.772,32.896,9.986,6.211,14.263,5.305
597.93,23.166,88.102,7.82,32.896,9.943,6.211,14.263,5.306
598.27,23.517,88.118,7.866,32.882,9.898,6.21,14.251,5.301
598.62,23.871,88.121,7.92,32.888,9.864,6.219,14.251,5.305
598.96,24.215,88.109,7.978,32.88,9.815,6.223,14.244,5.313
599.31,24.556,88.079,8.043,32.873,9.781,6.226,14.244,5.316
599.65,24.882,88.082,8.112,32.887,9.75,6.226,14.238,5.316
600,25.217,88.062,8.186,32.881,9.708,6.229,14.233,5.316
600.34,25.562,88.038,8.266,32.876,9.664,6.232,14.235,5.313
600.69,25.913,88.042,8.353,32.867,9.625,6.234,14.236,5.318
601.03,26.245,88.067,8.44,32.852,9.573,6.232,14.244,5.31
601.38,26.58,88.066,8.541,32.86,9.535,6.229,14.255,5.305
601.72,26.907,88.092,8.653,32.855,9.49,6.225,14.249,5.302
602.07,27.256,88.128,8.771,32.854,9.443,6.229,14.248,5.303
602.41,27.584,88.145,8.897,32.855,9.408,6.227,14.251,5.295
602.76,27.89,88.191,9.028,32.845,9.373,6.225,14.246,5.292
603.1,28.202,88.185,9.175,32.849,9.333,6.219,14.25,5.289
603.45,28.528,88.177,9.338,32.848,9.304,6.216,14.245,5.291
603.79,28.84,88.175,9.504,32.842,9.271,6.212,14.234,5.291
604.14,29.148,88.206,9.682,32.839,9.241,6.208,14.231,5.289
604.48,29.428,88.213,9.864,32.826,9.212,6.203,14.225,5.285
604.82,29.72,88.218,10.054,32.837,9.173,6.201,14.224,5.283
605.17,30.002,88.215,10.257,32.838,9.138,6.201,14.235,5.288
605.51,30.268,88.222,10.465,32.853,9.106,6.204,14.231,5.289
605.86,30.518,88.24,10.677,32.862,9.075,6.2,14.232,5.285
606.2,30.78,88.253,10.905,32.863,9.044,6.204,14.243,5.281
606.55,31.026,88.231,11.14,32.86,9.012,6.21,14.252,5.285
606.89,31.272,88.213,11.38,32.855,8.983,6.208,14.261,5.278
607.24,31.489,88.201,11.636,32.844,8.967,6.213,14.261,5.282
607.58,31.712,88.194,11.906,32.848,8.942,6.207,14.26,5.268
607.92,31.937,88.21,12.182,32.822,8.914,6.207,14.263,5.269
608.27,32.142,88.174,12.467,32.815,8.888,6.213,14.256,5.274
608.61,32.327,88.181,12.754,32.803,8.855,6.213,14.254,5.278
608.96,32.506,88.198,13.043,32.812,8.831,6.206,14.255,5.278
609.3,32.674,88.234,13.342,32.824,8.803,6.211,14.26,5.273
609.64,32.836,88.251,13.651,32.827,8.765,6.205,14.27,5.267
609.99,32.985,88.258,13.954,32.83,8.732,6.207,14.274,5.272
610.33,33.108,88.243,14.266,32.841,8.709,6.206,14.277,5.268
610.68,33.233,88.298,14.587,32.85,8.684,6.201,14.286,5.264
611.02,33.331,88.296,14.917,32.863,8.662,6.194,14.289,5.261
611.36,33.42,88.276,15.237,32.857,8.64,6.197,14.29,5.261
611.71,33.506,88.25,15.563,32.844,8.619,6.192,14.292,5.267
612.05,33.586,88.249,15.879,32.85,8.602,6.186,14.288,5.271
612.39,33.639,88.252,16.2,32.843,8.59,6.186,14.284,5.267
