PanCam_CT Measured ~2018 Aber. Uni.,,,,,,,,
Wavelength,MultiSpec,White,Red,Yellow,Turquoise,Blue,Light_Gray,Dark_Gray
742.02,15.45,90.722,29.485,31.363,7.229,29.077,15.549,5.488
742.34,15.44,90.7,29.491,31.376,7.233,29.165,15.534,5.487
742.67,15.453,90.678,29.488,31.366,7.232,29.252,15.535,5.487
743,15.504,90.727,29.484,31.34,7.234,29.321,15.528,5.494
743.32,15.541,90.743,29.487,31.349,7.227,29.397,15.514,5.492
743.65,15.587,90.751,29.49,31.352,7.232,29.465,15.511,5.485
743.98,15.598,90.755,29.499,31.357,7.235,29.535,15.512,5.473
744.3,15.62,90.784,29.493,31.352,7.233,29.597,15.507,5.471
744.63,15.624,90.792,29.474,31.331,7.218,29.676,15.503,5.467
744.95,15.599,90.806,29.476,31.343,7.222,29.748,15.497,5.475
745.28,15.54,90.776,29.47,31.348,7.227,29.81,15.487,5.468
745.6,15.477,90.747,29.473,31.362,7.229,29.867,15.472,5.464
745.93,15.399,90.781,29.47,31.348,7.217,29.926,15.444,5.464
746.26,15.332,90.764,29.472,31.328,7.213,29.986,15.424,5.465
746.58,15.249,90.758,29.45,31.337,7.217,30.047,15.425,5.451
746.91,15.181,90.751,29.457,31.368,7.22,30.08,15.408,5.451
747.23,15.132,90.775,29.448,31.351,7.215,30.152,15.39,5.438
747.56,15.094,90.764,29.451,31.358,7.211,30.22,15.358,5.441
747.88,15.089,90.807,29.446,31.341,7.216,30.28,15.351,5.438
748.21,15.098,90.766,29.46,31.337,7.22,30.314,15.354,5.434
748.53,15.121,90.777,29.446,31.338,7.226,30.376,15.344,5.43
748.86,15.166,90.795,29.459,31.334,7.217,30.438,15.326,5.429
749.18,15.257,90.807,29.459,31.301,7.221,30.506,15.31,5.421
749.51,15.356,90.801,29.453,31.299,7.22,30.527,15.306,5.423
749.84,15.489,90.81,29.455,31.294,7.216,30.552,15.304,5.414
750.16,15.632,90.809,29.447,31.301,7.219,30.602,15.294,5.423
750.49,15.773,90.825,29.439,31.296,7.221,30.674,15.29,5.408
750.81,15.946,90.863,29.452,31.303,7.224,30.718,15.281,5.414
751.14,16.115,90.88,29.455,31.291,7.223,30.739,15.261,5.415
751.46,16.262,90.904,29.47,31.298,7.213,30.777,15.266,5.42
751.79,16.436,90.898,29.489,31.302,7.207,30.815,15.263,5.42
752.11,16.602,90.899,29.495,31.3,7.209,30.866,15.254,5.414
752.43,16.746,90.895,29.494,31.3,7.196,30.91,15.251,5.408
752.76,16.915,90.897,29.486,31.307,7.183,30.934,15.227,5.404
753.08,17.073,90.905,29.476,31.306,7.173,30.962,15.223,5.4
753.41,17.232,90.85,29.484,31.325,7.172,30.991,15.231,5.402
753.73,17.407,90.852,29.48,31.327,7.176,31.013,15.227,5.397
754.06,17.558,90.88,29.478,31.314,7.174,31.043,15.21,5.388
754.38,17.747,90.898,29.468,31.306,7.172,31.082,15.2,5.388
754.71,17.941,90.893,29.471,31.288,7.179,31.1,15.177,5.386
755.03,18.126,90.899,29.475,31.265,7.178,31.126,15.165,5.396
755.36,18.326,90.899,29.478,31.268,7.181,31.148,15.154,5.387
755.68,18.542,90.983,29.467,31.264,7.166,31.191,15.146,5.378
756,18.802,90.983,29.452,31.251,7.16,31.213,15.127,5.375
756.33,19.072,90.967,29.43,31.269,7.158,31.25,15.119,5.369
756.65,19.322,90.987,29.453,31.271,7.158,31.257,15.101,5.371
756.98,19.606,90.994,29.45,31.287,7.152,31.275,15.087,5.353
757.3,19.906,91.003,29.464,31.312,7.151,31.293,15.087,5.347
757.63,20.221,90.968,29.454,31.311,7.153,31.313,15.09,5.35
757.95,20.551,90.943,29.46,31.305,7.161,31.331,15.071,5.358
758.27,20.848,90.93,29.484,31.315,7.159,31.362,15.054,5.365
758.6,21.155,90.907,29.499,31.303,7.163,31.381,15.039,5.382
758.92,21.478,90.869,29.478,31.297,7.156,31.405,15.03,5.382
759.25,21.788,90.867,29.473,31.283,7.154,31.413,15.014,5.402
759.57,22.084,90.866,29.476,31.277,7.155,31.431,14.991,5.403
759.89,22.379,90.891,29.485,31.283,7.147,31.446,14.969,5.401
760.22,22.671,90.885,29.471,31.274,7.159,31.46,14.952,5.39
760.54,22.953,90.858,29.447,31.262,7.167,31.459,14.935,5.392
760.86,23.234,90.915,29.454,31.264,7.166,31.463,14.924,5.391
761.19,23.489,90.941,29.467,31.279,7.163,31.487,14.921,5.388
761.51,23.749,90.992,29.483,31.279,7.154,31.52,14.923,5.381
761.83,24.013,90.974,29.473,31.277,7.159,31.546,14.918,5.403
762.16,24.262,90.997,29.472,31.269,7.163,31.583,14.907,5.403
762.48,24.496,91.01,29.48,31.254,7.158,31.587,14.899,5.408
762.8,24.74,91.045,29.487,31.27,7.141,31.604,14.903,5.388
763.13,24.992,91.002,29.479,31.28,7.124,31.64,14.878,5.376
763.45,25.236,91.011,29.486,31.27,7.14,31.653,14.875,5.374
763.77,25.483,91.009,29.486,31.272,7.151,31.658,14.855,5.374
764.1,25.743,91.022,29.486,31.267,7.147,31.668,14.851,5.344
764.42,25.993,91.021,29.476,31.277,7.142,31.663,14.85,5.34
764.74,26.235,91.044,29.464,31.293,7.12,31.675,14.845,5.341
765.07,26.465,91.02,29.461,31.284,7.119,31.709,14.838,5.353
765.39,26.691,91.109,29.445,31.283,7.126,31.724,14.845,5.371
765.71,26.925,91.127,29.44,31.288,7.113,31.724,14.831,5.38
766.04,27.151,91.093,29.414,31.277,7.109,31.741,14.827,5.379
766.36,27.384,91.109,29.424,31.272,7.098,31.747,14.807,5.39
766.68,27.608,91.125,29.438,31.263,7.096,31.756,14.786,5.375
767,27.828,91.109,29.437,31.264,7.104,31.792,14.769,5.369
767.33,28.053,91.166,29.438,31.256,7.122,31.79,14.751,5.365
767.65,28.245,91.113,29.44,31.228,7.13,31.787,14.737,5.348
767.97,28.437,91.126,29.414,31.208,7.134,31.803,14.729,5.341
768.29,28.643,91.17,29.433,31.208,7.129,31.791,14.723,5.342
768.62,28.804,91.149,29.418,31.219,7.151,31.807,14.715,5.343
768.94,28.978,91.146,29.425,31.192,7.151,31.812,14.703,5.358
769.26,29.141,91.16,29.435,31.204,7.15,31.782,14.691,5.359
769.58,29.306,91.182,29.44,31.206,7.141,31.773,14.692,5.351
769.91,29.473,91.222,29.436,31.201,7.127,31.767,14.677,5.35
770.23,29.626,91.216,29.457,31.217,7.109,31.761,14.662,5.334
770.55,29.729,91.249,29.454,31.224,7.109,31.78,14.634,5.305
770.87,29.842,91.301,29.455,31.203,7.099,31.779,14.61,5.293
771.2,29.927,91.309,29.445,31.217,7.094,31.783,14.615,5.282
771.52,30.026,91.345,29.448,31.178,7.092,31.797,14.61,5.277
771.84,30.097,91.371,29.447,31.167,7.081,31.823,14.581,5.279
772.16,30.176,91.384,29.456,31.176,7.084,31.846,14.571,5.27
772.48,30.25,91.424,29.447,31.173,7.092,31.849,14.556,5.279
772.81,30.317,91.447,29.454,31.159,7.083,31.857,14.566,5.308
773.13,30.377,91.456,29.466,31.175,7.085,31.854,14.564,5.3
773.45,30.412,91.543,29.448,31.175,7.079,31.853,14.545,5.303
773.77,30.434,91.558,29.431,31.193,7.09,31.86,14.529,5.302
774.09,30.462,91.589,29.436,31.186,7.094,31.836,14.516,5.31
774.41,30.468,91.659,29.416,31.162,7.091,31.827,14.503,5.311
774.74,30.438,91.715,29.398,31.148,7.088,31.809,14.495,5.31
775.06,30.429,91.695,29.376,31.149,7.09,31.814,14.475,5.299
775.38,30.4,91.747,29.348,31.138,7.076,31.796,14.476,5.306
775.7,30.388,91.754,29.37,31.128,7.083,31.814,14.457,5.302
776.02,30.367,91.781,29.373,31.122,7.082,31.807,14.446,5.289
776.34,30.307,91.737,29.346,31.113,7.081,31.832,14.437,5.275
776.67,30.252,91.66,29.362,31.125,7.083,31.844,14.423,5.273
776.99,30.197,91.659,29.371,31.116,7.084,31.854,14.414,5.272
777.31,30.129,91.709,29.389,31.116,7.074,31.836,14.409,5.268
777.63,30.053,91.732,29.4,31.107,7.081,31.859,14.387,5.269
777.95,29.975,91.711,29.371,31.126,7.064,31.844,14.365,5.277
778.27,29.881,91.73,29.344,31.118,7.046,31.849,14.347,5.305
778.59,29.809,91.771,29.354,31.123,7.039,31.81,14.339,5.301
778.91,29.722,91.847,29.351,31.103,7.033,31.789,14.345,5.308
779.23,29.626,91.86,29.331,31.109,7.038,31.794,14.325,5.303
779.56,29.517,91.834,29.314,31.108,7.046,31.778,14.307,5.294
779.88,29.423,91.823,29.294,31.097,7.046,31.793,14.296,5.287
780.2,29.309,91.849,29.305,31.077,7.057,31.786,14.295,5.276
780.52,29.211,91.837,29.319,31.066,7.058,31.805,14.29,5.244
780.84,29.067,91.792,29.294,31.082,7.056,31.817,14.259,5.247
781.16,28.937,91.76,29.291,31.088,7.044,31.814,14.238,5.228
781.48,28.805,91.747,29.301,31.094,7.036,31.823,14.227,5.223
781.8,28.683,91.788,29.302,31.111,7.037,31.839,14.222,5.219
782.12,28.546,91.811,29.279,31.131,7.023,31.849,14.2,5.225
782.44,28.401,91.788,29.286,31.095,7.016,31.851,14.189,5.227
782.76,28.214,91.788,29.284,31.084,7.016,31.838,14.176,5.24
783.08,28.047,91.871,29.292,31.06,7.028,31.84,14.183,5.237
783.4,27.866,91.899,29.277,31.085,7.038,31.85,14.156,5.236
783.72,27.678,91.91,29.28,31.064,7.038,31.839,14.16,5.24
784.04,27.477,91.881,29.268,31.04,7.027,31.837,14.142,5.247
784.36,27.259,91.844,29.286,31.03,7.029,31.799,14.142,5.238
784.68,27.031,91.877,29.273,31.055,7.047,31.805,14.143,5.23
785,26.82,91.867,29.256,31.064,7.025,31.801,14.136,5.228
785.33,26.59,91.895,29.257,31.067,6.999,31.788,14.119,5.229
785.65,26.337,91.86,29.264,31.039,7.002,31.8,14.122,5.223
785.97,26.069,91.849,29.258,31.064,7.002,31.818,14.093,5.236
786.29,25.77,91.871,29.252,31.069,6.998,31.812,14.091,5.236
786.61,25.483,91.91,29.274,31.073,7.003,31.808,14.08,5.239
786.93,25.201,91.872,29.266,31.074,6.993,31.787,14.049,5.236
787.24,24.897,91.905,29.288,31.07,7.016,31.801,14.047,5.221
787.56,24.575,91.841,29.283,31.075,7.026,31.836,14.047,5.222
787.88,24.238,91.883,29.278,31.081,7.018,31.819,14.016,5.223
788.2,23.907,91.874,29.275,31.057,7.005,31.821,14.014,5.205
788.52,23.568,91.881,29.283,31.059,7.008,31.821,13.986,5.19
788.84,23.213,91.857,29.253,31.033,7.001,31.831,13.98,5.175
789.16,22.83,91.901,29.243,31.022,6.996,31.845,13.966,5.174
789.48,22.442,91.925,29.233,31.012,6.99,31.842,13.948,5.173
789.8,22.06,91.995,29.234,31.001,6.997,31.841,13.937,5.163
790.12,21.655,91.991,29.25,31,6.996,31.848,13.941,5.165
790.44,21.269,92.027,29.266,30.998,7.003,31.811,13.925,5.166
790.76,20.879,92.065,29.275,30.977,7.011,31.802,13.911,5.185
791.08,20.478,92.118,29.284,31.002,7.001,31.788,13.899,5.188
791.4,20.094,92.123,29.299,31.014,6.999,31.79,13.891,5.185
791.72,19.711,92.077,29.299,31.034,7.013,31.771,13.872,5.182
792.04,19.327,92.041,29.3,31.043,7.008,31.755,13.853,5.171
792.36,18.981,92.052,29.277,31.045,7.004,31.733,13.844,5.171
792.68,18.63,92.053,29.248,31.04,7.002,31.735,13.828,5.169
792.99,18.315,92.02,29.229,31.031,6.999,31.743,13.818,5.159
793.31,17.996,92.042,29.25,31.015,7.001,31.763,13.814,5.154
793.63,17.683,92.055,29.227,31.004,6.997,31.763,13.801,5.149
793.95,17.395,92.087,29.233,31.001,6.982,31.751,13.788,5.149
794.27,17.142,92.07,29.238,30.99,6.975,31.749,13.772,5.146
794.59,16.899,92.041,29.244,30.992,6.99,31.757,13.763,5.143
794.91,16.651,92.029,29.261,30.985,6.988,31.781,13.757,5.14
795.23,16.416,92.051,29.254,30.99,6.977,31.775,13.759,5.135
795.55,16.217,91.964,29.224,30.985,6.981,31.769,13.731,5.132
795.86,16.03,91.94,29.239,30.975,6.981,31.776,13.723,5.128
796.18,15.874,91.949,29.229,30.943,6.966,31.797,13.713,5.133
796.5,15.727,91.927,29.224,30.91,6.962,31.789,13.719,5.141
796.82,15.584,91.907,29.201,30.908,6.941,31.799,13.712,5.138
797.14,15.464,91.876,29.184,30.914,6.94,31.8,13.694,5.121
797.46,15.367,91.819,29.18,30.919,6.945,31.821,13.67,5.117
797.77,15.253,91.858,29.182,30.916,6.941,31.824,13.649,5.123
798.09,15.155,91.803,29.166,30.913,6.941,31.819,13.653,5.111
798.41,15.044,91.801,29.152,30.933,6.954,31.806,13.659,5.122
798.73,14.936,91.844,29.16,30.968,6.961,31.812,13.634,5.12
799.05,14.845,91.825,29.17,30.951,6.953,31.802,13.63,5.125
799.37,14.748,91.817,29.179,30.928,6.945,31.789,13.643,5.126
799.68,14.613,91.846,29.183,30.923,6.934,31.759,13.646,5.127
800,14.489,91.858,29.203,30.926,6.93,31.751,13.652,5.124
800.32,14.375,91.912,29.203,30.946,6.915,31.749,13.634,5.141
800.64,14.251,91.922,29.22,30.953,6.903,31.769,13.614,5.125
800.96,14.095,91.889,29.213,30.961,6.892,31.773,13.604,5.119
801.27,13.929,91.961,29.228,30.977,6.899,31.766,13.58,5.103
801.59,13.766,91.988,29.227,31,6.898,31.788,13.553,5.105
801.91,13.612,91.95,29.216,31.005,6.904,31.784,13.545,5.1
802.23,13.464,91.919,29.175,31.009,6.908,31.765,13.543,5.101
802.54,13.301,91.933,29.198,31.002,6.911,31.761,13.519,5.099
802.86,13.163,91.903,29.207,30.987,6.919,31.753,13.522,5.092
803.18,13.082,91.944,29.215,30.992,6.926,31.76,13.505,5.088
803.5,12.992,91.944,29.19,30.983,6.921,31.762,13.508,5.096
803.81,12.923,91.95,29.173,30.971,6.936,31.748,13.51,5.095
804.13,12.886,92,29.18,30.975,6.938,31.755,13.495,5.096
804.45,12.888,92.044,29.197,30.97,6.938,31.763,13.48,5.079
804.77,12.915,92.03,29.181,30.968,6.96,31.757,13.486,5.078
805.08,12.972,92.054,29.164,30.976,6.946,31.751,13.457,5.071
805.4,13.032,92.031,29.13,30.956,6.943,31.744,13.466,5.076
805.72,13.144,92.027,29.137,30.962,6.957,31.722,13.449,5.065
806.03,13.288,91.991,29.148,30.973,6.955,31.714,13.421,5.064
806.35,13.46,91.976,29.165,30.97,6.96,31.717,13.415,5.053
806.67,13.642,91.899,29.165,30.968,6.963,31.715,13.411,5.051
806.99,13.852,91.899,29.161,30.965,6.935,31.705,13.383,5.042
807.3,14.073,91.834,29.179,30.98,6.946,31.699,13.377,5.053
807.62,14.323,91.812,29.19,31,6.945,31.704,13.378,5.047
807.94,14.58,91.825,29.206,31.005,6.933,31.741,13.366,5.047
808.25,14.842,91.867,29.225,31.027,6.904,31.758,13.374,5.035
808.57,15.103,91.871,29.234,31.013,6.897,31.769,13.366,5.039
808.89,15.379,91.913,29.23,31.022,6.894,31.774,13.359,5.046
809.2,15.656,91.887,29.256,31.034,6.897,31.789,13.37,5.052
809.52,15.956,91.912,29.243,31.019,6.904,31.801,13.374,5.051
809.84,16.229,91.973,29.247,30.992,6.906,31.779,13.358,5.044
810.15,16.498,91.948,29.245,30.995,6.902,31.774,13.357,5.036
810.47,16.765,91.955,29.24,30.988,6.924,31.75,13.342,5.036
810.79,17.043,91.958,29.226,30.995,6.912,31.748,13.344,5.039
811.1,17.279,91.923,29.249,30.978,6.919,31.756,13.329,5.047
811.42,17.544,91.935,29.246,30.966,6.92,31.784,13.336,5.036
811.74,17.78,91.953,29.239,31.009,6.902,31.791,13.302,5.026
812.05,18.026,91.918,29.252,31.032,6.906,31.816,13.311,5.043
812.37,18.312,91.953,29.249,31.016,6.912,31.812,13.301,5.041
812.68,18.587,91.976,29.246,31.011,6.902,31.821,13.306,5.039
813,18.853,91.947,29.255,31.037,6.908,31.85,13.292,5.027
813.32,19.131,91.97,29.251,31.057,6.889,31.842,13.291,5.012
813.63,19.379,91.956,29.236,31.055,6.906,31.825,13.263,5.017
813.95,19.648,91.985,29.256,31.046,6.907,31.804,13.277,5.017
814.26,19.923,91.959,29.258,31.029,6.889,31.823,13.253,5.002
814.58,20.171,91.944,29.272,31.033,6.872,31.826,13.241,5.018
814.9,20.414,91.935,29.267,31.027,6.886,31.842,13.224,5.024
815.21,20.639,92.037,29.266,31.027,6.903,31.818,13.204,5.029
815.53,20.899,92.059,29.267,31.033,6.912,31.87,13.181,5.031
815.84,21.176,92.118,29.264,31.076,6.896,31.864,13.158,5.019
816.16,21.426,92.088,29.261,31.063,6.899,31.859,13.161,5.011
816.47,21.659,92.137,29.266,31.091,6.916,31.842,13.138,5.018
816.79,21.885,92.163,29.235,31.102,6.938,31.873,13.122,5.013
817.11,22.123,92.181,29.237,31.105,6.924,31.867,13.112,5.01
817.42,22.347,92.121,29.219,31.105,6.915,31.863,13.118,5.01
817.74,22.562,92.157,29.235,31.096,6.918,31.828,13.118,5.021
818.05,22.776,92.139,29.259,31.082,6.915,31.837,13.13,5.03
818.37,22.992,92.184,29.236,31.074,6.918,31.882,13.115,5.034
818.68,23.213,92.194,29.236,31.081,6.911,31.881,13.128,5.047
819,23.428,92.177,29.264,31.093,6.902,31.844,13.136,5.039
819.31,23.661,92.176,29.266,31.118,6.906,31.835,13.13,5.039
819.63,23.893,92.159,29.3,31.131,6.891,31.853,13.103,5.025
819.94,24.117,92.113,29.302,31.127,6.886,31.856,13.1,5.019
820.26,24.337,92.108,29.29,31.119,6.888,31.828,13.103,5.013
820.57,24.572,92.109,29.313,31.125,6.876,31.815,13.077,4.992
820.89,24.791,92.154,29.294,31.112,6.874,31.832,13.049,4.958
821.2,24.985,92.185,29.287,31.104,6.872,31.836,13.031,4.966
821.52,25.179,92.221,29.303,31.103,6.867,31.84,13.036,4.965
821.83,25.41,92.214,29.285,31.107,6.875,31.847,13.03,4.967
822.15,25.65,92.246,29.278,31.142,6.885,31.867,13.005,4.963
822.46,25.859,92.261,29.288,31.143,6.878,31.889,12.977,4.973
822.78,26.038,92.233,29.257,31.16,6.914,31.866,12.977,4.985
823.09,26.234,92.226,29.265,31.158,6.91,31.845,12.962,4.981
823.41,26.447,92.222,29.251,31.186,6.926,31.858,12.958,4.965
823.72,26.625,92.202,29.246,31.203,6.918,31.881,12.934,4.951
824.04,26.788,92.26,29.248,31.204,6.919,31.863,12.93,4.948
824.35,26.94,92.277,29.238,31.193,6.903,31.836,12.933,4.948
824.66,27.094,92.297,29.228,31.203,6.902,31.847,12.934,4.946
824.98,27.266,92.294,29.26,31.206,6.868,31.873,12.903,4.951
825.29,27.434,92.307,29.24,31.217,6.872,31.878,12.897,4.962
825.61,27.617,92.284,29.286,31.231,6.884,31.865,12.887,4.972
825.92,27.821,92.295,29.294,31.21,6.898,31.867,12.851,4.986
826.24,27.984,92.244,29.307,31.213,6.888,31.886,12.844,4.98
826.55,28.158,92.289,29.321,31.21,6.9,31.897,12.837,4.968
826.86,28.31,92.299,29.35,31.222,6.906,31.881,12.826,4.938
827.18,28.448,92.363,29.332,31.225,6.91,31.897,12.847,4.945
827.49,28.605,92.304,29.384,31.22,6.922,31.897,12.84,4.928
827.81,28.744,92.329,29.36,31.206,6.903,31.896,12.829,4.913
828.12,28.879,92.349,29.345,31.216,6.906,31.879,12.853,4.911
828.43,29.032,92.389,29.356,31.211,6.915,31.872,12.831,4.893
828.75,29.148,92.365,29.369,31.228,6.913,31.875,12.804,4.894
829.06,29.291,92.379,29.348,31.222,6.907,31.894,12.809,4.903
829.37,29.432,92.327,29.356,31.224,6.9,31.89,12.783,4.897
829.69,29.573,92.352,29.349,31.262,6.886,31.906,12.785,4.922
830,29.693,92.313,29.362,31.275,6.889,31.945,12.787,4.949
830.32,29.826,92.295,29.391,31.275,6.889,31.958,12.769,4.937
830.63,29.967,92.307,29.366,31.262,6.891,31.956,12.771,4.959
830.94,30.129,92.314,29.37,31.252,6.905,31.963,12.763,4.941
831.26,30.292,92.315,29.381,31.242,6.911,31.954,12.749,4.951
831.57,30.469,92.325,29.425,31.216,6.923,31.952,12.73,4.954
831.88,30.603,92.327,29.436,31.206,6.922,31.968,12.744,4.94
832.2,30.737,92.353,29.44,31.185,6.909,31.976,12.714,4.913
832.51,30.863,92.324,29.418,31.197,6.907,31.987,12.721,4.915
832.82,31.006,92.302,29.419,31.225,6.89,31.989,12.751,4.907
833.14,31.094,92.286,29.421,31.216,6.866,31.994,12.767,4.905
833.45,31.203,92.317,29.437,31.24,6.868,32.032,12.751,4.898
833.76,31.299,92.337,29.407,31.29,6.883,31.994,12.751,4.886
834.07,31.409,92.331,29.414,31.278,6.861,31.962,12.735,4.874
834.39,31.554,92.303,29.409,31.28,6.849,31.939,12.751,4.884
834.7,31.676,92.348,29.405,31.272,6.847,31.965,12.748,4.878
835.01,31.763,92.346,29.429,31.272,6.865,31.964,12.705,4.867
835.33,31.867,92.323,29.42,31.295,6.871,31.954,12.687,4.868
835.64,31.952,92.268,29.409,31.287,6.866,31.918,12.67,4.866
835.95,32.016,92.277,29.418,31.265,6.822,31.939,12.679,4.86
836.26,32.074,92.269,29.414,31.262,6.867,31.951,12.654,4.882
836.58,32.108,92.318,29.408,31.266,6.863,31.962,12.65,4.889
836.89,32.164,92.312,29.456,31.301,6.851,31.942,12.622,4.898
837.2,32.221,92.31,29.475,31.32,6.839,31.962,12.636,4.9
837.51,32.278,92.413,29.488,31.312,6.832,31.951,12.637,4.92
837.83,32.341,92.42,29.476,31.294,6.844,31.973,12.628,4.913
838.14,32.447,92.414,29.5,31.307,6.843,32.013,12.628,4.917
838.45,32.517,92.386,29.462,31.35,6.813,32.026,12.63,4.898
838.76,32.589,92.36,29.464,31.353,6.818,32.042,12.601,4.887
839.08,32.642,92.345,29.455,31.335,6.816,32.059,12.611,4.881
839.39,32.701,92.386,29.458,31.34,6.812,32.047,12.593,4.881
839.7,32.77,92.368,29.458,31.35,6.827,32.071,12.591,4.873
840.01,32.798,92.374,29.487,31.403,6.815,32.048,12.603,4.884
840.32,32.792,92.428,29.501,31.417,6.824,32.02,12.605,4.874
840.64,32.861,92.506,29.574,31.418,6.83,31.999,12.589,4.892
840.95,32.913,92.548,29.599,31.449,6.834,31.987,12.585,4.882
841.26,32.902,92.601,29.604,31.461,6.84,31.967,12.562,4.887
841.57,32.922,92.625,29.577,31.461,6.825,31.958,12.555,4.88
841.88,33,92.63,29.586,31.501,6.799,31.978,12.535,4.856
842.2,33.064,92.649,29.588,31.479,6.796,32.022,12.519,4.843
842.51,33.093,92.641,29.551,31.463,6.825,32.036,12.489,4.837
842.82,33.121,92.625,29.517,31.442,6.823,32.068,12.485,4.818
843.13,33.129,92.691,29.522,31.438,6.832,32.048,12.492,4.824
843.44,33.19,92.658,29.502,31.421,6.818,32.025,12.503,4.805
843.75,33.242,92.667,29.512,31.435,6.84,32.034,12.518,4.827
844.07,33.203,92.644,29.498,31.415,6.842,32.014,12.504,4.849
844.38,33.209,92.638,29.502,31.399,6.844,32.009,12.484,4.853
844.69,33.22,92.615,29.544,31.412,6.821,31.995,12.501,4.869
845,33.221,92.623,29.554,31.442,6.819,31.96,12.474,4.851
845.31,33.202,92.527,29.544,31.444,6.82,31.982,12.461,4.833
845.62,33.229,92.567,29.581,31.446,6.841,32.004,12.428,4.823
845.93,33.181,92.515,29.581,31.449,6.857,32.004,12.414,4.791
846.24,33.171,92.529,29.559,31.469,6.849,32.003,12.412,4.792
846.56,33.162,92.538,29.548,31.506,6.834,31.987,12.415,4.783
846.87,33.18,92.603,29.533,31.509,6.838,31.976,12.389,4.755
847.18,33.147,92.595,29.539,31.475,6.809,31.995,12.419,4.777
847.49,33.143,92.624,29.567,31.468,6.812,31.95,12.431,4.812
847.8,33.099,92.635,29.524,31.506,6.805,31.988,12.441,4.85
848.11,33.084,92.652,29.541,31.494,6.808,32.005,12.417,4.877
848.42,33.088,92.666,29.587,31.446,6.811,32.002,12.425,4.851
848.73,33.059,92.701,29.592,31.469,6.835,32.023,12.42,4.836
849.04,32.993,92.73,29.589,31.487,6.821,32.057,12.405,4.841
849.35,32.976,92.755,29.6,31.521,6.855,32.069,12.375,4.818
849.66,32.939,92.783,29.598,31.539,6.847,32.12,12.353,4.784
849.98,32.907,92.763,29.631,31.539,6.848,32.069,12.351,4.76
850.29,32.859,92.78,29.637,31.56,6.83,32.053,12.351,4.768
850.6,32.787,92.764,29.622,31.585,6.829,32.05,12.338,4.772
850.91,32.7,92.737,29.619,31.577,6.819,32.008,12.333,4.792
851.22,32.626,92.606,29.62,31.571,6.819,31.989,12.332,4.806
851.53,32.503,92.637,29.58,31.565,6.804,31.98,12.329,4.839
851.84,32.42,92.605,29.562,31.557,6.786,31.96,12.309,4.847
852.15,32.308,92.607,29.559,31.557,6.775,31.965,12.326,4.831
852.46,32.223,92.658,29.557,31.53,6.79,32.008,12.333,4.796
852.77,32.108,92.654,29.562,31.559,6.802,32.001,12.328,4.789
853.08,32.032,92.692,29.571,31.557,6.806,32.016,12.339,4.779
853.39,31.904,92.741,29.597,31.569,6.79,32.033,12.331,4.78
853.7,31.817,92.691,29.64,31.558,6.803,32.052,12.358,4.769
854.01,31.679,92.731,29.656,31.588,6.802,32.048,12.357,4.742
854.32,31.517,92.702,29.651,31.588,6.782,32.044,12.332,4.741
854.63,31.363,92.682,29.661,31.61,6.763,31.996,12.314,4.765
854.94,31.209,92.695,29.689,31.614,6.756,32.025,12.293,4.788
855.25,31.014,92.642,29.691,31.626,6.764,32.017,12.243,4.779
855.56,30.898,92.69,29.675,31.667,6.78,32.035,12.234,4.751
855.87,30.71,92.683,29.681,31.672,6.74,32.012,12.188,4.712
856.18,30.537,92.703,29.705,31.645,6.74,32.027,12.204,4.727
856.49,30.37,92.745,29.723,31.644,6.766,32.001,12.181,4.737
856.8,30.173,92.741,29.738,31.663,6.757,32.005,12.166,4.722
857.11,29.975,92.727,29.724,31.66,6.754,32.005,12.193,4.683
857.42,29.809,92.787,29.72,31.657,6.742,32.01,12.225,4.693
857.73,29.609,92.751,29.745,31.643,6.764,31.981,12.237,4.708
858.03,29.401,92.763,29.742,31.64,6.782,32.002,12.249,4.719
858.34,29.209,92.693,29.726,31.666,6.813,32.012,12.221,4.716
858.65,29.035,92.672,29.742,31.662,6.812,32.05,12.222,4.692
858.96,28.818,92.666,29.733,31.671,6.836,32.069,12.213,4.67
859.27,28.642,92.642,29.734,31.687,6.817,32.089,12.171,4.708
859.58,28.451,92.631,29.757,31.749,6.819,32.095,12.172,4.697
859.89,28.253,92.636,29.73,31.751,6.804,32.149,12.185,4.686
860.2,28.08,92.688,29.713,31.766,6.815,32.175,12.202,4.709
860.51,27.888,92.785,29.714,31.776,6.783,32.17,12.218,4.72
860.82,27.719,92.807,29.667,31.776,6.787,32.17,12.248,4.762
861.13,27.545,92.813,29.703,31.789,6.745,32.155,12.282,4.79
861.44,27.427,92.829,29.763,31.8,6.777,32.15,12.3,4.782
861.74,27.283,92.839,29.773,31.738,6.78,32.16,12.259,4.803
862.05,27.167,92.907,29.797,31.719,6.781,32.12,12.226,4.804
862.36,27.033,92.857,29.852,31.73,6.782,32.106,12.194,4.768
862.67,26.917,92.752,29.901,31.703,6.813,32.117,12.161,4.736
862.98,26.791,92.697,29.981,31.722,6.842,32.113,12.134,4.733
863.29,26.738,92.748,29.934,31.714,6.845,32.112,12.083,4.723
863.6,26.638,92.776,29.893,31.711,6.837,32.137,12.059,4.695
863.9,26.566,92.833,29.91,31.737,6.828,32.122,12.066,4.679
864.21,26.48,92.852,29.899,31.709,6.819,32.109,12.053,4.699
864.52,26.434,92.912,29.859,31.719,6.832,32.095,12.022,4.71
