MacBeth_ColorChecker,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,Dark skin,Light skin,Blue sky,Foliage,Blue flower,Bluish green,Orange,Purplish blue,Moderate red,Purple,Yellow green,Orange yellow,Blue,Green,Red,Yellow,Magenta,Cyan,White,Neutral 8,Neutral 6.5,Neutral 5,Neutral 3.5,Black
488.74,6.621,31.46,29.287,6.983,35.429,54.837,7.346,29.275,12.084,8.399,19.791,8.321,16.169,17.498,5.547,13.793,21.175,44.517,91.674,61.243,37.461,19.08,9.34,3.112
489.1,6.616,31.513,29.244,6.99,35.295,54.931,7.344,29.037,12.051,8.356,20.01,8.325,16.035,17.685,5.537,13.922,21.06,44.485,91.674,61.217,37.446,19.07,9.333,3.114
489.47,6.617,31.583,29.203,6.995,35.182,55.03,7.34,28.811,12.023,8.312,20.243,8.334,15.905,17.869,5.518,14.053,20.956,44.464,91.677,61.227,37.439,19.06,9.332,3.113
489.83,6.61,31.654,29.16,7.01,35.06,55.147,7.341,28.577,11.984,8.267,20.464,8.341,15.778,18.063,5.508,14.184,20.842,44.431,91.692,61.222,37.452,19.069,9.324,3.112
490.19,6.614,31.722,29.114,7.02,34.947,55.247,7.339,28.331,11.952,8.229,20.696,8.35,15.649,18.258,5.5,14.319,20.731,44.406,91.682,61.211,37.454,19.064,9.311,3.109
490.55,6.614,31.784,29.063,7.034,34.809,55.354,7.338,28.122,11.933,8.178,20.93,8.355,15.506,18.458,5.492,14.456,20.631,44.373,91.694,61.19,37.459,19.059,9.311,3.103
490.91,6.618,31.86,29.009,7.044,34.678,55.469,7.343,27.9,11.908,8.13,21.157,8.36,15.376,18.643,5.486,14.6,20.525,44.354,91.713,61.158,37.476,19.061,9.306,3.106
491.28,6.618,31.93,28.965,7.055,34.543,55.567,7.349,27.674,11.877,8.074,21.391,8.36,15.25,18.828,5.474,14.749,20.43,44.321,91.724,61.155,37.484,19.065,9.303,3.105
491.64,6.614,31.976,28.91,7.072,34.413,55.652,7.353,27.454,11.849,8.024,21.626,8.356,15.113,19.027,5.469,14.908,20.317,44.289,91.741,61.13,37.487,19.07,9.299,3.109
492,6.63,32.049,28.842,7.082,34.288,55.764,7.356,27.234,11.831,7.985,21.868,8.369,14.998,19.214,5.473,15.074,20.224,44.252,91.779,61.123,37.479,19.07,9.293,3.102
492.36,6.637,32.112,28.778,7.099,34.145,55.844,7.37,27.028,11.808,7.94,22.116,8.388,14.874,19.402,5.475,15.242,20.128,44.196,91.781,61.113,37.476,19.067,9.287,3.105
492.72,6.646,32.169,28.724,7.117,34,55.913,7.387,26.813,11.787,7.906,22.373,8.397,14.746,19.595,5.476,15.415,20.041,44.155,91.796,61.1,37.483,19.059,9.279,3.104
493.08,6.658,32.228,28.656,7.136,33.879,56.001,7.4,26.604,11.766,7.863,22.619,8.409,14.612,19.792,5.474,15.579,19.948,44.118,91.795,61.088,37.49,19.059,9.278,3.1
493.45,6.659,32.288,28.582,7.154,33.737,56.094,7.414,26.39,11.747,7.815,22.859,8.42,14.483,19.978,5.477,15.748,19.85,44.069,91.811,61.079,37.501,19.065,9.266,3.097
493.81,6.671,32.351,28.513,7.166,33.6,56.17,7.423,26.177,11.731,7.778,23.12,8.428,14.351,20.166,5.478,15.924,19.764,44.018,91.817,61.034,37.497,19.06,9.27,3.1
494.17,6.672,32.403,28.448,7.184,33.464,56.25,7.444,25.974,11.711,7.732,23.381,8.441,14.229,20.366,5.479,16.114,19.681,43.955,91.83,61.014,37.49,19.055,9.266,3.103
494.53,6.677,32.459,28.37,7.197,33.34,56.319,7.46,25.757,11.677,7.691,23.633,8.461,14.098,20.562,5.483,16.298,19.588,43.88,91.83,61.004,37.489,19.053,9.267,3.107
494.89,6.682,32.525,28.302,7.217,33.195,56.386,7.482,25.54,11.655,7.654,23.901,8.483,13.977,20.764,5.486,16.493,19.5,43.795,91.813,60.991,37.489,19.049,9.27,3.106
495.25,6.69,32.574,28.226,7.234,33.071,56.462,7.499,25.338,11.635,7.619,24.168,8.504,13.854,20.953,5.486,16.694,19.407,43.723,91.808,60.966,37.489,19.045,9.267,3.102
495.61,6.691,32.635,28.146,7.248,32.935,56.527,7.517,25.119,11.618,7.579,24.452,8.532,13.737,21.153,5.486,16.892,19.334,43.643,91.817,60.959,37.501,19.04,9.27,3.099
495.98,6.692,32.702,28.087,7.272,32.803,56.569,7.547,24.907,11.595,7.534,24.726,8.563,13.614,21.346,5.486,17.103,19.255,43.564,91.798,60.933,37.501,19.05,9.263,3.099
496.34,6.697,32.762,28.01,7.297,32.682,56.622,7.566,24.694,11.57,7.493,25.011,8.585,13.489,21.548,5.489,17.302,19.176,43.492,91.779,60.937,37.498,19.052,9.269,3.088
496.7,6.695,32.824,27.937,7.318,32.565,56.678,7.585,24.497,11.544,7.454,25.28,8.615,13.366,21.745,5.488,17.518,19.076,43.406,91.79,60.934,37.5,19.058,9.267,3.086
497.06,6.706,32.891,27.869,7.339,32.433,56.749,7.614,24.3,11.53,7.416,25.579,8.644,13.256,21.953,5.495,17.749,19.005,43.321,91.81,60.937,37.508,19.06,9.268,3.089
497.42,6.708,32.943,27.802,7.361,32.305,56.787,7.635,24.103,11.51,7.385,25.87,8.665,13.141,22.153,5.499,17.966,18.933,43.227,91.807,60.919,37.499,19.049,9.271,3.093
497.78,6.713,32.989,27.729,7.382,32.186,56.809,7.662,23.897,11.493,7.348,26.163,8.704,13.031,22.358,5.502,18.196,18.859,43.132,91.802,60.921,37.5,19.055,9.274,3.092
498.14,6.718,33.057,27.648,7.416,32.056,56.843,7.684,23.706,11.475,7.31,26.464,8.738,12.915,22.565,5.499,18.425,18.787,43.046,91.802,60.924,37.501,19.064,9.284,3.093
498.5,6.717,33.096,27.589,7.443,31.932,56.878,7.707,23.524,11.465,7.275,26.774,8.772,12.806,22.761,5.497,18.671,18.718,42.952,91.795,60.928,37.497,19.067,9.279,3.087
498.86,6.726,33.124,27.516,7.465,31.817,56.903,7.733,23.328,11.442,7.24,27.09,8.806,12.696,22.96,5.503,18.911,18.649,42.864,91.813,60.926,37.478,19.071,9.278,3.089
499.23,6.73,33.184,27.445,7.495,31.708,56.948,7.761,23.143,11.42,7.213,27.394,8.847,12.585,23.168,5.512,19.153,18.575,42.774,91.808,60.914,37.482,19.082,9.281,3.1
499.59,6.743,33.236,27.375,7.532,31.593,56.987,7.797,22.964,11.403,7.182,27.71,8.892,12.479,23.376,5.515,19.399,18.505,42.685,91.807,60.913,37.477,19.087,9.281,3.1
499.95,6.751,33.279,27.303,7.568,31.488,57.035,7.824,22.788,11.382,7.156,28.033,8.934,12.377,23.579,5.515,19.642,18.445,42.597,91.822,60.927,37.47,19.074,9.294,3.101
500.31,6.757,33.324,27.249,7.595,31.363,57.079,7.856,22.6,11.365,7.125,28.362,8.981,12.28,23.777,5.523,19.904,18.383,42.505,91.832,60.927,37.473,19.066,9.294,3.107
500.67,6.774,33.365,27.181,7.626,31.246,57.116,7.893,22.415,11.352,7.096,28.697,9.032,12.179,23.989,5.537,20.159,18.337,42.398,91.824,60.928,37.469,19.066,9.295,3.107
501.03,6.785,33.393,27.122,7.669,31.135,57.141,7.935,22.241,11.335,7.075,29.029,9.091,12.076,24.191,5.541,20.42,18.281,42.302,91.811,60.926,37.465,19.071,9.293,3.106
501.39,6.8,33.433,27.054,7.707,31.042,57.168,7.978,22.061,11.315,7.051,29.375,9.155,11.982,24.4,5.546,20.696,18.23,42.205,91.817,60.931,37.472,19.088,9.298,3.106
501.75,6.815,33.485,26.977,7.762,30.94,57.228,8.032,21.893,11.304,7.03,29.72,9.22,11.883,24.606,5.563,20.984,18.185,42.11,91.82,60.934,37.47,19.082,9.302,3.105
502.11,6.834,33.523,26.921,7.803,30.838,57.262,8.085,21.717,11.293,7.014,30.072,9.287,11.782,24.814,5.586,21.263,18.126,41.998,91.836,60.934,37.474,19.084,9.304,3.101
502.47,6.855,33.565,26.836,7.855,30.735,57.287,8.14,21.537,11.278,6.996,30.427,9.357,11.688,25.027,5.607,21.547,18.066,41.872,91.84,60.927,37.478,19.089,9.311,3.101
502.83,6.871,33.596,26.756,7.91,30.642,57.322,8.19,21.37,11.278,6.972,30.774,9.436,11.59,25.233,5.616,21.836,18.014,41.754,91.849,60.923,37.483,19.089,9.318,3.1
503.19,6.887,33.62,26.683,7.966,30.534,57.341,8.247,21.187,11.27,6.942,31.134,9.502,11.507,25.424,5.623,22.126,17.964,41.629,91.874,60.938,37.487,19.08,9.322,3.093
503.55,6.897,33.655,26.608,8.016,30.443,57.358,8.3,21.013,11.258,6.923,31.489,9.581,11.408,25.611,5.641,22.419,17.907,41.509,91.887,60.933,37.494,19.084,9.328,3.091
503.91,6.908,33.677,26.541,8.071,30.332,57.384,8.363,20.843,11.244,6.902,31.844,9.658,11.316,25.818,5.653,22.729,17.849,41.385,91.893,60.932,37.506,19.097,9.328,3.098
504.27,6.926,33.698,26.478,8.141,30.244,57.398,8.432,20.679,11.23,6.881,32.188,9.747,11.223,26.021,5.664,23.038,17.789,41.251,91.911,60.932,37.513,19.103,9.326,3.1
504.63,6.938,33.717,26.406,8.209,30.137,57.422,8.495,20.508,11.219,6.862,32.554,9.838,11.131,26.208,5.677,23.36,17.735,41.142,91.914,60.94,37.524,19.099,9.334,3.102
505,6.941,33.751,26.333,8.27,30.052,57.441,8.546,20.334,11.203,6.833,32.919,9.926,11.046,26.387,5.695,23.678,17.677,41.006,91.926,60.939,37.528,19.1,9.346,3.103
505.36,6.957,33.765,26.267,8.342,29.943,57.453,8.612,20.171,11.188,6.81,33.279,10.02,10.954,26.579,5.713,24.004,17.608,40.878,91.939,60.935,37.528,19.105,9.343,3.101
505.72,6.969,33.773,26.218,8.408,29.833,57.455,8.673,20.01,11.165,6.786,33.648,10.116,10.874,26.757,5.722,24.329,17.54,40.736,91.934,60.942,37.538,19.126,9.341,3.101
506.08,6.98,33.773,26.152,8.486,29.741,57.473,8.748,19.852,11.147,6.765,34.019,10.221,10.8,26.935,5.737,24.667,17.49,40.605,91.942,60.943,37.536,19.13,9.338,3.1
506.44,6.997,33.782,26.092,8.564,29.636,57.491,8.822,19.687,11.131,6.743,34.392,10.332,10.725,27.119,5.748,25.012,17.441,40.506,91.95,60.941,37.547,19.123,9.337,3.105
506.8,7.017,33.79,26.045,8.648,29.54,57.517,8.903,19.528,11.103,6.733,34.773,10.446,10.643,27.303,5.768,25.375,17.384,40.38,91.972,60.953,37.548,19.115,9.334,3.103
507.16,7.037,33.799,25.984,8.737,29.439,57.522,8.988,19.366,11.08,6.719,35.144,10.581,10.558,27.492,5.783,25.735,17.333,40.258,91.967,60.952,37.551,19.119,9.331,3.101
507.52,7.052,33.796,25.929,8.831,29.33,57.53,9.071,19.215,11.059,6.696,35.529,10.706,10.483,27.671,5.799,26.118,17.274,40.121,91.965,60.942,37.547,19.12,9.332,3.103
507.88,7.082,33.792,25.865,8.931,29.237,57.509,9.156,19.059,11.049,6.682,35.922,10.846,10.407,27.849,5.816,26.48,17.217,39.986,91.976,60.941,37.564,19.122,9.33,3.095
508.24,7.103,33.785,25.799,9.031,29.152,57.522,9.246,18.907,11.032,6.669,36.314,10.99,10.333,28.028,5.836,26.866,17.161,39.844,91.984,60.94,37.572,19.132,9.331,3.09
508.6,7.136,33.78,25.739,9.133,29.07,57.509,9.348,18.755,11.007,6.652,36.696,11.136,10.263,28.218,5.856,27.261,17.105,39.69,92.007,60.931,37.579,19.146,9.329,3.085
508.96,7.17,33.765,25.693,9.251,28.99,57.501,9.466,18.602,10.992,6.646,37.083,11.302,10.204,28.404,5.876,27.668,17.044,39.553,91.993,60.924,37.579,19.146,9.328,3.085
509.32,7.191,33.755,25.638,9.362,28.906,57.493,9.572,18.447,10.967,6.629,37.463,11.47,10.134,28.57,5.892,28.083,16.985,39.407,92.017,60.928,37.566,19.138,9.335,3.089
509.68,7.225,33.741,25.582,9.483,28.831,57.47,9.686,18.291,10.957,6.621,37.851,11.646,10.063,28.759,5.915,28.505,16.927,39.282,92.043,60.923,37.561,19.124,9.33,3.087
510.04,7.253,33.721,25.525,9.605,28.739,57.447,9.795,18.129,10.929,6.605,38.232,11.824,9.989,28.927,5.927,28.934,16.858,39.141,92.042,60.912,37.562,19.122,9.338,3.086
510.4,7.278,33.707,25.475,9.731,28.673,57.429,9.914,17.978,10.907,6.588,38.602,12.013,9.921,29.086,5.946,29.354,16.792,38.98,92.059,60.922,37.562,19.14,9.337,3.084
510.76,7.3,33.684,25.42,9.857,28.591,57.409,10.033,17.83,10.893,6.567,38.981,12.209,9.845,29.245,5.961,29.78,16.723,38.825,92.05,60.935,37.567,19.14,9.343,3.084
511.12,7.33,33.648,25.36,9.99,28.514,57.385,10.158,17.686,10.877,6.555,39.363,12.414,9.778,29.416,5.986,30.219,16.653,38.666,92.064,60.932,37.55,19.145,9.344,3.088
511.48,7.372,33.617,25.321,10.136,28.436,57.363,10.293,17.531,10.864,6.545,39.74,12.633,9.711,29.571,6.004,30.675,16.587,38.508,92.063,60.951,37.552,19.146,9.343,3.087
511.83,7.402,33.586,25.266,10.281,28.354,57.364,10.431,17.375,10.841,6.533,40.104,12.846,9.648,29.735,6.023,31.143,16.51,38.355,92.073,60.963,37.561,19.148,9.345,3.085
512.19,7.436,33.549,25.214,10.424,28.26,57.347,10.568,17.224,10.826,6.523,40.474,13.071,9.582,29.885,6.04,31.611,16.431,38.211,92.079,60.955,37.564,19.153,9.353,3.088
512.55,7.46,33.511,25.167,10.58,28.17,57.329,10.708,17.082,10.807,6.515,40.832,13.304,9.524,30.022,6.051,32.076,16.35,38.049,92.082,60.956,37.56,19.151,9.351,3.092
512.91,7.487,33.462,25.088,10.735,28.069,57.314,10.848,16.939,10.789,6.498,41.187,13.543,9.448,30.173,6.063,32.553,16.273,37.886,92.111,60.96,37.556,19.15,9.349,3.099
513.27,7.525,33.401,25.031,10.894,27.989,57.298,11,16.796,10.778,6.493,41.557,13.798,9.39,30.334,6.081,33.04,16.199,37.734,92.115,60.957,37.577,19.153,9.346,3.099
513.63,7.547,33.333,24.971,11.06,27.91,57.283,11.153,16.649,10.756,6.475,41.912,14.06,9.331,30.465,6.093,33.519,16.114,37.562,92.121,60.965,37.577,19.157,9.348,3.099
513.99,7.577,33.272,24.922,11.217,27.825,57.27,11.302,16.515,10.743,6.462,42.255,14.324,9.264,30.594,6.112,34.021,16.032,37.398,92.124,60.979,37.59,19.16,9.339,3.096
514.35,7.606,33.203,24.863,11.388,27.727,57.255,11.455,16.366,10.729,6.456,42.608,14.589,9.197,30.713,6.129,34.533,15.942,37.231,92.111,60.976,37.599,19.158,9.342,3.104
514.71,7.645,33.131,24.803,11.566,27.643,57.235,11.608,16.222,10.709,6.453,42.937,14.876,9.148,30.855,6.143,35.052,15.855,37.057,92.1,60.966,37.615,19.169,9.336,3.104
515.07,7.676,33.055,24.762,11.744,27.553,57.221,11.764,16.083,10.693,6.44,43.268,15.162,9.086,30.986,6.16,35.575,15.768,36.898,92.113,60.964,37.648,19.172,9.338,3.097
515.43,7.704,32.965,24.7,11.919,27.458,57.215,11.918,15.948,10.667,6.431,43.589,15.444,9.026,31.124,6.173,36.083,15.682,36.742,92.126,60.97,37.653,19.177,9.341,3.1
515.79,7.731,32.868,24.656,12.097,27.376,57.196,12.072,15.811,10.648,6.417,43.925,15.747,8.957,31.235,6.192,36.607,15.591,36.582,92.114,60.958,37.638,19.172,9.342,3.107
516.15,7.757,32.787,24.607,12.281,27.291,57.151,12.23,15.675,10.629,6.408,44.245,16.064,8.892,31.343,6.209,37.146,15.511,36.404,92.102,60.984,37.644,19.168,9.342,3.107
516.51,7.779,32.689,24.546,12.459,27.202,57.137,12.378,15.528,10.609,6.389,44.564,16.376,8.822,31.461,6.217,37.692,15.416,36.248,92.102,60.992,37.647,19.174,9.344,3.107
516.87,7.806,32.6,24.499,12.635,27.116,57.108,12.527,15.387,10.584,6.379,44.877,16.691,8.756,31.563,6.232,38.231,15.316,36.076,92.1,61.02,37.661,19.177,9.348,3.102
517.22,7.831,32.518,24.443,12.817,27.013,57.079,12.681,15.239,10.567,6.36,45.17,17.021,8.688,31.648,6.245,38.781,15.213,35.892,92.097,61.022,37.661,19.183,9.351,3.099
517.58,7.855,32.413,24.383,12.999,26.903,57.065,12.836,15.098,10.547,6.344,45.459,17.354,8.613,31.743,6.253,39.328,15.113,35.709,92.103,61.019,37.663,19.186,9.35,3.096
517.94,7.882,32.308,24.32,13.189,26.802,57.03,12.995,14.962,10.523,6.333,45.748,17.691,8.55,31.846,6.258,39.877,15.011,35.533,92.12,61.017,37.665,19.186,9.357,3.104
518.3,7.903,32.198,24.265,13.373,26.705,57,13.145,14.85,10.504,6.32,46.008,18.041,8.485,31.947,6.265,40.419,14.912,35.344,92.143,61.026,37.668,19.19,9.361,3.101
518.66,7.924,32.078,24.2,13.563,26.602,56.964,13.307,14.717,10.487,6.306,46.296,18.391,8.409,32.029,6.272,40.969,14.818,35.176,92.163,61.034,37.675,19.199,9.364,3.104
519.02,7.949,31.966,24.135,13.748,26.506,56.925,13.457,14.588,10.472,6.294,46.556,18.754,8.343,32.109,6.281,41.516,14.721,34.996,92.148,61.054,37.672,19.196,9.37,3.105
519.38,7.972,31.857,24.075,13.935,26.405,56.876,13.612,14.454,10.457,6.286,46.815,19.126,8.279,32.188,6.289,42.078,14.611,34.813,92.164,61.044,37.677,19.198,9.369,3.102
519.74,7.994,31.75,23.997,14.113,26.297,56.841,13.769,14.331,10.433,6.276,47.063,19.503,8.218,32.256,6.288,42.626,14.51,34.622,92.169,61.055,37.692,19.202,9.376,3.1
520.1,8.016,31.619,23.922,14.29,26.188,56.824,13.922,14.207,10.416,6.258,47.309,19.874,8.15,32.333,6.291,43.162,14.399,34.447,92.181,61.054,37.695,19.208,9.381,3.102
520.45,8.04,31.511,23.855,14.47,26.101,56.782,14.076,14.094,10.403,6.245,47.547,20.263,8.085,32.394,6.3,43.692,14.302,34.265,92.213,61.059,37.692,19.205,9.382,3.102
520.81,8.065,31.382,23.785,14.645,25.997,56.749,14.229,13.972,10.388,6.225,47.786,20.655,8.02,32.457,6.308,44.219,14.192,34.073,92.223,61.042,37.694,19.219,9.382,3.1
521.17,8.078,31.252,23.714,14.826,25.902,56.715,14.379,13.86,10.365,6.213,48.029,21.039,7.948,32.523,6.306,44.744,14.088,33.889,92.226,61.054,37.696,19.227,9.384,3.1
521.53,8.103,31.132,23.645,15.005,25.809,56.667,14.524,13.75,10.348,6.199,48.255,21.439,7.887,32.588,6.312,45.278,13.991,33.713,92.225,61.073,37.715,19.236,9.392,3.105
521.89,8.121,31.003,23.571,15.173,25.72,56.645,14.668,13.635,10.332,6.179,48.475,21.85,7.82,32.635,6.319,45.793,13.888,33.517,92.212,61.083,37.71,19.234,9.393,3.105
522.25,8.15,30.877,23.504,15.341,25.624,56.6,14.811,13.522,10.318,6.164,48.698,22.252,7.756,32.7,6.324,46.315,13.783,33.342,92.218,61.094,37.705,19.227,9.388,3.1
522.61,8.167,30.761,23.428,15.498,25.524,56.562,14.943,13.418,10.307,6.148,48.894,22.654,7.698,32.742,6.325,46.834,13.677,33.167,92.228,61.101,37.694,19.224,9.392,3.095
522.96,8.18,30.624,23.351,15.658,25.422,56.531,15.086,13.299,10.284,6.129,49.111,23.053,7.627,32.778,6.319,47.361,13.564,32.987,92.231,61.096,37.7,19.234,9.391,3.096
523.32,8.195,30.498,23.264,15.812,25.33,56.474,15.22,13.197,10.266,6.109,49.313,23.465,7.562,32.826,6.324,47.869,13.474,32.801,92.224,61.132,37.705,19.239,9.391,3.093
523.68,8.212,30.37,23.191,15.976,25.238,56.418,15.344,13.103,10.26,6.089,49.494,23.869,7.489,32.871,6.33,48.38,13.368,32.62,92.226,61.135,37.693,19.243,9.386,3.09
524.04,8.231,30.251,23.118,16.137,25.151,56.374,15.473,13.006,10.245,6.077,49.693,24.277,7.426,32.914,6.331,48.886,13.268,32.426,92.234,61.139,37.695,19.251,9.384,3.086
524.4,8.237,30.112,23.039,16.292,25.047,56.336,15.605,12.906,10.234,6.061,49.886,24.687,7.36,32.969,6.33,49.398,13.162,32.235,92.198,61.144,37.701,19.255,9.382,3.084
524.76,8.248,29.986,22.956,16.449,24.954,56.297,15.732,12.81,10.226,6.047,50.067,25.093,7.294,33.006,6.327,49.908,13.073,32.055,92.194,61.155,37.7,19.25,9.383,3.084
525.11,8.261,29.859,22.868,16.593,24.861,56.252,15.846,12.715,10.215,6.028,50.23,25.506,7.238,33.032,6.329,50.389,12.981,31.872,92.186,61.155,37.704,19.249,9.385,3.085
525.47,8.271,29.728,22.776,16.731,24.763,56.212,15.966,12.625,10.203,6.013,50.39,25.916,7.168,33.055,6.325,50.874,12.881,31.683,92.193,61.169,37.708,19.252,9.389,3.086
525.83,8.283,29.612,22.696,16.878,24.673,56.142,16.08,12.54,10.198,6.003,50.554,26.323,7.107,33.089,6.329,51.366,12.795,31.515,92.207,61.169,37.706,19.262,9.39,3.085
526.19,8.285,29.488,22.615,17.011,24.584,56.089,16.191,12.448,10.187,5.987,50.719,26.729,7.04,33.096,6.33,51.851,12.704,31.327,92.205,61.149,37.705,19.275,9.4,3.085
526.55,8.298,29.357,22.54,17.141,24.495,56.031,16.308,12.368,10.181,5.975,50.873,27.139,6.977,33.121,6.333,52.32,12.618,31.124,92.185,61.158,37.709,19.283,9.395,3.086
526.9,8.303,29.238,22.452,17.259,24.414,55.968,16.413,12.291,10.167,5.955,50.998,27.553,6.917,33.14,6.337,52.769,12.534,30.93,92.198,61.16,37.691,19.279,9.398,3.09
527.26,8.31,29.118,22.377,17.372,24.319,55.91,16.515,12.217,10.164,5.929,51.135,27.952,6.85,33.138,6.334,53.2,12.443,30.742,92.199,61.134,37.682,19.279,9.402,3.092
527.62,8.319,28.995,22.295,17.484,24.228,55.863,16.618,12.137,10.151,5.911,51.262,28.35,6.793,33.15,6.333,53.635,12.364,30.554,92.2,61.141,37.686,19.282,9.403,3.094
527.98,8.329,28.882,22.217,17.589,24.149,55.8,16.722,12.066,10.154,5.893,51.375,28.764,6.74,33.156,6.337,54.067,12.29,30.367,92.187,61.15,37.676,19.274,9.403,3.096
528.34,8.341,28.772,22.136,17.697,24.064,55.725,16.82,11.995,10.149,5.879,51.504,29.163,6.682,33.155,6.338,54.48,12.21,30.175,92.171,61.143,37.676,19.273,9.403,3.092
528.69,8.352,28.661,22.06,17.792,23.983,55.644,16.91,11.932,10.142,5.861,51.612,29.563,6.624,33.157,6.337,54.89,12.132,29.992,92.162,61.131,37.665,19.281,9.403,3.094
529.05,8.364,28.553,21.984,17.886,23.905,55.568,17.003,11.869,10.132,5.847,51.707,29.953,6.564,33.157,6.336,55.298,12.053,29.8,92.152,61.13,37.657,19.287,9.403,3.096
529.41,8.372,28.446,21.902,17.965,23.828,55.496,17.088,11.802,10.123,5.825,51.816,30.34,6.508,33.151,6.333,55.691,11.98,29.598,92.13,61.117,37.648,19.286,9.398,3.093
529.77,8.375,28.318,21.813,18.039,23.737,55.414,17.167,11.736,10.113,5.805,51.922,30.725,6.449,33.139,6.325,56.066,11.9,29.407,92.106,61.121,37.646,19.289,9.394,3.092
530.12,8.387,28.209,21.724,18.114,23.656,55.351,17.251,11.669,10.103,5.79,52.017,31.107,6.393,33.122,6.322,56.428,11.835,29.221,92.072,61.138,37.635,19.281,9.384,3.094
530.48,8.389,28.11,21.64,18.189,23.585,55.28,17.328,11.599,10.091,5.768,52.113,31.484,6.339,33.115,6.319,56.774,11.762,29.045,92.078,61.116,37.629,19.27,9.388,3.096
530.84,8.402,28.017,21.561,18.262,23.506,55.196,17.403,11.537,10.089,5.759,52.216,31.851,6.279,33.111,6.316,57.136,11.696,28.852,92.057,61.115,37.631,19.276,9.388,3.093
531.2,8.408,27.919,21.483,18.329,23.437,55.128,17.483,11.475,10.077,5.751,52.306,32.211,6.229,33.108,6.311,57.48,11.626,28.663,92.031,61.127,37.629,19.271,9.383,3.093
531.55,8.41,27.833,21.396,18.382,23.361,55.037,17.553,11.412,10.075,5.74,52.387,32.576,6.175,33.084,6.307,57.821,11.563,28.47,92.019,61.11,37.62,19.278,9.379,3.092
531.91,8.41,27.732,21.311,18.433,23.279,54.95,17.617,11.351,10.06,5.723,52.471,32.915,6.116,33.06,6.296,58.133,11.493,28.285,91.98,61.093,37.621,19.284,9.378,3.094
532.27,8.417,27.644,21.23,18.469,23.211,54.862,17.679,11.298,10.05,5.704,52.533,33.26,6.065,33.033,6.291,58.46,11.433,28.096,91.979,61.087,37.603,19.288,9.378,3.096
532.63,8.417,27.563,21.151,18.509,23.145,54.775,17.747,11.237,10.045,5.697,52.603,33.598,6.017,33.014,6.288,58.77,11.38,27.912,91.971,61.091,37.605,19.284,9.381,3.095
532.98,8.421,27.481,21.077,18.551,23.072,54.688,17.81,11.189,10.045,5.686,52.688,33.932,5.968,32.994,6.286,59.071,11.329,27.737,91.955,61.087,37.597,19.285,9.381,3.091
533.34,8.428,27.403,21.008,18.595,23.014,54.6,17.875,11.143,10.043,5.681,52.744,34.26,5.926,32.967,6.29,59.35,11.281,27.558,91.948,61.078,37.576,19.284,9.383,3.092
533.7,8.433,27.352,20.939,18.626,22.959,54.523,17.94,11.094,10.041,5.67,52.793,34.581,5.879,32.944,6.289,59.621,11.233,27.364,91.912,61.06,37.571,19.274,9.386,3.094
534.06,8.438,27.292,20.858,18.647,22.908,54.422,18.007,11.049,10.036,5.658,52.846,34.887,5.836,32.928,6.281,59.91,11.185,27.181,91.9,61.048,37.569,19.273,9.385,3.095
534.41,8.446,27.234,20.783,18.676,22.846,54.329,18.062,11.005,10.031,5.649,52.9,35.2,5.785,32.886,6.278,60.211,11.147,26.989,91.86,61.046,37.545,19.282,9.382,3.097
534.77,8.452,27.18,20.709,18.697,22.786,54.246,18.12,10.967,10.034,5.635,52.946,35.511,5.74,32.851,6.276,60.472,11.117,26.807,91.855,61.035,37.544,19.278,9.381,3.097
535.13,8.454,27.131,20.641,18.718,22.738,54.162,18.174,10.923,10.036,5.626,52.999,35.826,5.696,32.814,6.275,60.744,11.093,26.624,91.86,61.017,37.549,19.283,9.387,3.098
535.48,8.454,27.08,20.584,18.735,22.688,54.065,18.24,10.88,10.032,5.617,53.052,36.128,5.653,32.778,6.269,60.988,11.067,26.445,91.851,61.02,37.549,19.28,9.394,3.103
535.84,8.456,27.045,20.52,18.749,22.638,53.968,18.299,10.838,10.032,5.611,53.103,36.423,5.616,32.74,6.272,61.243,11.044,26.265,91.883,61.007,37.543,19.278,9.395,3.098
536.2,8.458,27.001,20.466,18.764,22.587,53.877,18.354,10.798,10.03,5.608,53.148,36.715,5.571,32.695,6.268,61.469,11.021,26.092,91.875,61,37.556,19.283,9.394,3.096
536.56,8.464,26.966,20.405,18.77,22.537,53.781,18.408,10.763,10.021,5.592,53.184,36.997,5.524,32.652,6.264,61.7,10.995,25.909,91.861,60.986,37.554,19.276,9.386,3.092
536.91,8.466,26.935,20.336,18.77,22.49,53.689,18.46,10.724,10.018,5.581,53.235,37.284,5.477,32.608,6.26,61.938,10.972,25.716,91.847,60.973,37.551,19.268,9.384,3.097
537.27,8.469,26.923,20.273,18.773,22.448,53.601,18.515,10.685,10.02,5.574,53.282,37.563,5.433,32.565,6.255,62.191,10.956,25.544,91.834,60.965,37.547,19.273,9.385,3.099
537.63,8.472,26.898,20.22,18.771,22.407,53.495,18.575,10.65,10.016,5.567,53.323,37.833,5.392,32.524,6.248,62.435,10.945,25.363,91.855,60.965,37.544,19.276,9.389,3.096
537.98,8.475,26.881,20.176,18.774,22.364,53.392,18.619,10.615,10.019,5.562,53.36,38.109,5.351,32.484,6.247,62.64,10.936,25.186,91.865,60.965,37.545,19.276,9.391,3.096
