MacBeth_ColorChecker,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,Dark skin,Light skin,Blue sky,Foliage,Blue flower,Bluish green,Orange,Purplish blue,Moderate red,Purple,Yellow green,Orange yellow,Blue,Green,Red,Yellow,Magenta,Cyan,White,Neutral 8,Neutral 6.5,Neutral 5,Neutral 3.5,Black
691.33,17.938,55.114,15.585,11.264,34.512,22.784,65.019,28.87,59.557,38.028,37.59,68.38,5.431,10.251,61.071,73.823,83.425,7.815,91.774,57.708,34.442,17.818,8.402,3.172
691.67,17.925,55.119,15.545,11.261,34.496,22.827,65.065,29.083,59.562,38.283,37.657,68.417,5.421,10.264,61.084,73.848,83.485,7.806,91.792,57.722,34.436,17.818,8.4,3.171
692.01,17.919,55.129,15.508,11.254,34.484,22.86,65.107,29.31,59.555,38.539,37.721,68.452,5.419,10.279,61.107,73.914,83.528,7.8,91.796,57.724,34.424,17.809,8.392,3.171
692.35,17.909,55.147,15.48,11.254,34.479,22.907,65.154,29.527,59.564,38.792,37.78,68.478,5.419,10.296,61.13,73.955,83.579,7.794,91.805,57.727,34.418,17.81,8.393,3.174
692.68,17.908,55.162,15.453,11.254,34.469,22.938,65.211,29.734,59.576,39.044,37.851,68.514,5.416,10.318,61.16,74.017,83.619,7.79,91.808,57.738,34.406,17.803,8.395,3.175
693.02,17.906,55.163,15.423,11.253,34.456,22.977,65.262,29.956,59.588,39.303,37.907,68.553,5.415,10.336,61.189,74.096,83.667,7.788,91.818,57.739,34.4,17.797,8.401,3.178
693.36,17.902,55.184,15.395,11.253,34.455,23.028,65.329,30.178,59.599,39.542,37.975,68.587,5.411,10.361,61.228,74.145,83.721,7.787,91.849,57.744,34.397,17.8,8.399,3.178
693.7,17.889,55.194,15.369,11.257,34.458,23.064,65.375,30.403,59.615,39.801,38.02,68.619,5.413,10.387,61.249,74.216,83.764,7.779,91.861,57.748,34.399,17.791,8.402,3.178
694.04,17.879,55.208,15.333,11.256,34.46,23.102,65.44,30.631,59.639,40.062,38.088,68.653,5.41,10.415,61.293,74.253,83.815,7.774,91.861,57.757,34.394,17.788,8.405,3.176
694.37,17.874,55.214,15.305,11.252,34.459,23.13,65.501,30.849,59.637,40.322,38.149,68.701,5.413,10.427,61.311,74.309,83.879,7.763,91.879,57.763,34.379,17.783,8.401,3.176
694.71,17.874,55.232,15.28,11.249,34.461,23.182,65.561,31.083,59.636,40.586,38.197,68.741,5.417,10.446,61.324,74.363,83.921,7.758,91.891,57.769,34.374,17.775,8.391,3.177
695.05,17.876,55.253,15.249,11.253,34.466,23.217,65.619,31.312,59.64,40.849,38.244,68.78,5.424,10.465,61.344,74.42,83.963,7.75,91.914,57.772,34.38,17.769,8.385,3.177
695.39,17.871,55.269,15.217,11.262,34.475,23.255,65.691,31.544,59.628,41.107,38.303,68.818,5.431,10.486,61.37,74.48,83.996,7.75,91.947,57.753,34.383,17.764,8.388,3.18
695.73,17.861,55.289,15.19,11.261,34.481,23.295,65.751,31.767,59.635,41.356,38.343,68.829,5.435,10.501,61.388,74.531,84.043,7.741,91.972,57.744,34.373,17.756,8.395,3.186
696.06,17.862,55.28,15.157,11.267,34.483,23.332,65.792,31.994,59.631,41.618,38.398,68.858,5.444,10.521,61.414,74.589,84.07,7.739,91.991,57.732,34.377,17.758,8.387,3.184
696.4,17.86,55.285,15.119,11.274,34.499,23.363,65.823,32.221,59.641,41.867,38.453,68.881,5.45,10.536,61.426,74.632,84.116,7.737,92.01,57.722,34.376,17.751,8.381,3.187
696.74,17.853,55.311,15.09,11.28,34.506,23.396,65.87,32.452,59.634,42.121,38.511,68.906,5.46,10.555,61.446,74.678,84.168,7.728,92.026,57.732,34.374,17.747,8.381,3.191
697.08,17.847,55.309,15.052,11.287,34.518,23.42,65.908,32.681,59.635,42.371,38.564,68.934,5.468,10.571,61.466,74.726,84.199,7.722,92.028,57.719,34.372,17.74,8.377,3.196
697.41,17.849,55.322,15.016,11.292,34.528,23.444,65.937,32.906,59.638,42.642,38.624,68.959,5.479,10.592,61.485,74.756,84.228,7.719,92.028,57.71,34.379,17.737,8.375,3.2
697.75,17.85,55.336,14.982,11.3,34.546,23.473,65.973,33.143,59.623,42.899,38.674,68.99,5.488,10.6,61.499,74.795,84.245,7.706,92.04,57.694,34.382,17.729,8.37,3.204
698.09,17.848,55.344,14.943,11.312,34.569,23.512,66.007,33.382,59.619,43.16,38.73,69.014,5.496,10.618,61.52,74.844,84.258,7.702,92.064,57.69,34.38,17.719,8.369,3.198
698.43,17.848,55.335,14.901,11.316,34.585,23.532,66.046,33.619,59.615,43.418,38.781,69.036,5.506,10.64,61.523,74.888,84.289,7.692,92.085,57.692,34.383,17.713,8.369,3.195
698.76,17.851,55.326,14.869,11.315,34.609,23.572,66.069,33.851,59.632,43.673,38.839,69.049,5.518,10.655,61.537,74.937,84.32,7.689,92.077,57.681,34.369,17.704,8.364,3.196
699.1,17.858,55.319,14.837,11.317,34.63,23.604,66.085,34.086,59.63,43.927,38.881,69.062,5.531,10.675,61.56,74.97,84.364,7.675,92.079,57.683,34.359,17.692,8.36,3.198
699.44,17.861,55.328,14.802,11.324,34.646,23.62,66.111,34.328,59.629,44.188,38.933,69.096,5.537,10.694,61.579,74.995,84.399,7.662,92.071,57.676,34.361,17.686,8.357,3.194
699.78,17.86,55.341,14.775,11.329,34.666,23.638,66.169,34.572,59.627,44.441,38.974,69.118,5.545,10.714,61.601,75.033,84.433,7.655,92.084,57.68,34.345,17.671,8.354,3.194
700.11,17.867,55.359,14.745,11.335,34.676,23.664,66.201,34.821,59.625,44.703,39.011,69.141,5.555,10.734,61.611,75.07,84.465,7.646,92.111,57.659,34.342,17.671,8.355,3.196
700.45,17.872,55.352,14.71,11.34,34.698,23.686,66.238,35.054,59.625,44.97,39.037,69.153,5.565,10.754,61.61,75.102,84.49,7.638,92.139,57.637,34.331,17.659,8.349,3.193
700.79,17.887,55.368,14.682,11.347,34.712,23.716,66.267,35.3,59.604,45.25,39.065,69.161,5.573,10.771,61.608,75.151,84.528,7.63,92.142,57.623,34.323,17.645,8.351,3.187
701.12,17.888,55.363,14.641,11.351,34.734,23.741,66.303,35.528,59.595,45.509,39.104,69.173,5.574,10.779,61.631,75.185,84.557,7.617,92.163,57.596,34.316,17.644,8.349,3.182
701.46,17.895,55.357,14.61,11.361,34.753,23.766,66.33,35.757,59.589,45.769,39.133,69.184,5.587,10.8,61.64,75.219,84.605,7.613,92.171,57.603,34.306,17.638,8.341,3.181
701.8,17.91,55.358,14.584,11.363,34.763,23.782,66.351,36.003,59.592,46.022,39.17,69.198,5.598,10.817,61.652,75.235,84.639,7.601,92.179,57.595,34.307,17.639,8.341,3.181
702.13,17.919,55.366,14.56,11.373,34.777,23.795,66.373,36.245,59.59,46.278,39.213,69.197,5.611,10.828,61.675,75.274,84.657,7.597,92.19,57.581,34.295,17.633,8.342,3.184
702.47,17.925,55.375,14.527,11.386,34.785,23.806,66.395,36.496,59.565,46.538,39.24,69.213,5.625,10.851,61.7,75.308,84.668,7.588,92.212,57.591,34.281,17.628,8.342,3.188
702.81,17.933,55.374,14.498,11.389,34.808,23.813,66.409,36.733,59.569,46.797,39.258,69.231,5.633,10.868,61.692,75.349,84.689,7.584,92.23,57.564,34.267,17.622,8.342,3.187
703.15,17.953,55.353,14.463,11.397,34.837,23.827,66.416,36.962,59.571,47.054,39.287,69.24,5.647,10.886,61.691,75.356,84.716,7.586,92.235,57.552,34.255,17.623,8.334,3.189
703.48,17.972,55.337,14.422,11.409,34.862,23.848,66.423,37.208,59.566,47.3,39.318,69.246,5.663,10.896,61.7,75.375,84.73,7.582,92.235,57.531,34.231,17.617,8.333,3.192
703.82,17.979,55.324,14.394,11.414,34.894,23.856,66.422,37.446,59.554,47.574,39.342,69.254,5.677,10.905,61.715,75.39,84.742,7.576,92.219,57.523,34.215,17.597,8.329,3.19
704.16,17.997,55.322,14.366,11.42,34.923,23.864,66.431,37.686,59.555,47.819,39.381,69.261,5.693,10.917,61.722,75.402,84.757,7.57,92.21,57.523,34.203,17.593,8.331,3.194
704.49,18.011,55.309,14.338,11.425,34.95,23.868,66.432,37.921,59.555,48.062,39.411,69.277,5.705,10.922,61.734,75.412,84.785,7.564,92.238,57.508,34.188,17.585,8.325,3.196
704.83,18.03,55.306,14.318,11.437,34.975,23.874,66.449,38.172,59.54,48.315,39.436,69.279,5.728,10.944,61.737,75.451,84.81,7.569,92.228,57.521,34.169,17.568,8.32,3.196
705.16,18.049,55.309,14.299,11.444,35.009,23.879,66.45,38.41,59.539,48.569,39.45,69.286,5.742,10.96,61.755,75.477,84.807,7.567,92.243,57.499,34.15,17.561,8.316,3.197
705.5,18.064,55.299,14.277,11.452,35.039,23.887,66.465,38.645,59.528,48.815,39.469,69.301,5.758,10.976,61.754,75.508,84.823,7.573,92.237,57.481,34.125,17.55,8.315,3.201
705.84,18.076,55.294,14.245,11.457,35.069,23.896,66.471,38.893,59.523,49.069,39.463,69.326,5.77,10.988,61.765,75.523,84.865,7.565,92.243,57.473,34.112,17.539,8.308,3.2
706.17,18.092,55.297,14.224,11.463,35.122,23.898,66.479,39.133,59.516,49.323,39.479,69.337,5.785,10.991,61.752,75.526,84.908,7.564,92.253,57.438,34.112,17.528,8.305,3.195
706.51,18.103,55.308,14.199,11.466,35.159,23.903,66.496,39.388,59.507,49.583,39.503,69.33,5.805,10.992,61.765,75.529,84.937,7.56,92.234,57.445,34.092,17.524,8.305,3.194
706.85,18.107,55.308,14.178,11.475,35.2,23.91,66.513,39.641,59.506,49.832,39.518,69.339,5.821,10.999,61.773,75.563,84.946,7.553,92.255,57.435,34.078,17.513,8.306,3.191
707.18,18.119,55.328,14.16,11.473,35.248,23.907,66.511,39.876,59.486,50.095,39.515,69.35,5.832,11.008,61.752,75.59,84.983,7.544,92.262,57.441,34.076,17.498,8.308,3.187
707.52,18.139,55.33,14.139,11.478,35.284,23.902,66.527,40.124,59.478,50.334,39.528,69.363,5.846,11.014,61.762,75.616,85.003,7.539,92.259,57.435,34.067,17.498,8.312,3.186
707.86,18.157,55.337,14.116,11.484,35.317,23.904,66.515,40.364,59.473,50.603,39.522,69.365,5.86,11.025,61.775,75.646,85.015,7.542,92.266,57.415,34.055,17.485,8.304,3.178
708.19,18.173,55.348,14.094,11.489,35.361,23.901,66.508,40.609,59.48,50.861,39.53,69.365,5.885,11.042,61.771,75.683,85.035,7.537,92.236,57.408,34.043,17.477,8.3,3.172
708.53,18.189,55.345,14.071,11.493,35.405,23.907,66.5,40.863,59.479,51.102,39.523,69.389,5.899,11.042,61.773,75.678,85.047,7.529,92.24,57.393,34.025,17.468,8.297,3.175
708.86,18.197,55.334,14.055,11.491,35.449,23.899,66.5,41.11,59.476,51.354,39.533,69.419,5.912,11.042,61.772,75.691,85.087,7.524,92.233,57.387,34.016,17.463,8.296,3.175
709.2,18.21,55.327,14.029,11.494,35.502,23.884,66.514,41.355,59.48,51.615,39.521,69.428,5.926,11.05,61.8,75.701,85.106,7.513,92.209,57.378,34.018,17.457,8.286,3.173
709.54,18.235,55.333,14.021,11.508,35.554,23.868,66.528,41.587,59.473,51.854,39.533,69.434,5.94,11.061,61.8,75.699,85.101,7.512,92.207,57.373,34.001,17.45,8.287,3.169
709.87,18.254,55.323,14.004,11.513,35.594,23.854,66.524,41.831,59.468,52.103,39.535,69.44,5.952,11.059,61.815,75.708,85.104,7.507,92.202,57.381,33.986,17.439,8.287,3.171
710.21,18.278,55.326,13.99,11.517,35.64,23.841,66.514,42.08,59.453,52.347,39.534,69.448,5.973,11.07,61.81,75.735,85.114,7.511,92.219,57.37,33.984,17.431,8.281,3.168
710.54,18.316,55.324,13.982,11.528,35.682,23.823,66.51,42.324,59.436,52.606,39.523,69.46,6,11.077,61.817,75.765,85.135,7.513,92.201,57.346,33.975,17.424,8.275,3.171
710.88,18.335,55.303,13.971,11.537,35.721,23.8,66.512,42.562,59.434,52.85,39.53,69.455,6.024,11.083,61.818,75.78,85.144,7.515,92.189,57.312,33.97,17.422,8.271,3.177
711.21,18.361,55.297,13.966,11.55,35.781,23.788,66.513,42.799,59.426,53.093,39.52,69.466,6.052,11.092,61.826,75.775,85.158,7.517,92.189,57.302,33.954,17.413,8.259,3.178
711.55,18.386,55.273,13.966,11.559,35.84,23.764,66.514,43.05,59.409,53.341,39.524,69.492,6.074,11.09,61.819,75.784,85.18,7.512,92.178,57.292,33.932,17.407,8.258,3.18
711.89,18.411,55.253,13.97,11.568,35.9,23.75,66.527,43.306,59.389,53.586,39.519,69.499,6.095,11.09,61.818,75.771,85.186,7.519,92.187,57.281,33.914,17.404,8.255,3.186
712.22,18.447,55.244,13.974,11.582,35.967,23.73,66.521,43.543,59.38,53.83,39.517,69.495,6.121,11.099,61.835,75.79,85.211,7.524,92.187,57.276,33.907,17.406,8.262,3.189
712.56,18.487,55.239,13.97,11.591,36.018,23.712,66.522,43.779,59.378,54.074,39.504,69.49,6.157,11.102,61.837,75.816,85.222,7.532,92.178,57.274,33.901,17.398,8.264,3.189
712.89,18.517,55.245,13.982,11.609,36.063,23.7,66.494,44.015,59.358,54.311,39.502,69.501,6.182,11.098,61.83,75.828,85.237,7.539,92.189,57.27,33.883,17.388,8.263,3.194
713.23,18.545,55.224,13.985,11.612,36.12,23.697,66.468,44.265,59.351,54.568,39.481,69.51,6.213,11.096,61.832,75.859,85.263,7.546,92.16,57.25,33.887,17.384,8.265,3.201
713.56,18.589,55.227,13.989,11.625,36.181,23.692,66.459,44.504,59.328,54.811,39.469,69.528,6.24,11.102,61.842,75.86,85.273,7.557,92.165,57.243,33.877,17.389,8.258,3.203
713.9,18.623,55.211,13.994,11.635,36.238,23.674,66.448,44.724,59.319,55.036,39.453,69.534,6.257,11.099,61.857,75.863,85.267,7.556,92.146,57.232,33.868,17.383,8.252,3.209
714.23,18.637,55.206,13.99,11.633,36.312,23.656,66.436,44.964,59.304,55.276,39.435,69.559,6.277,11.091,61.875,75.866,85.277,7.557,92.151,57.224,33.846,17.373,8.252,3.207
714.57,18.67,55.202,13.995,11.649,36.37,23.639,66.415,45.217,59.307,55.527,39.427,69.587,6.299,11.086,61.898,75.883,85.274,7.558,92.159,57.228,33.837,17.371,8.256,3.21
714.9,18.708,55.203,14.002,11.661,36.435,23.624,66.393,45.466,59.308,55.769,39.41,69.595,6.322,11.087,61.902,75.903,85.29,7.566,92.166,57.209,33.835,17.36,8.252,3.204
715.24,18.741,55.207,14,11.67,36.493,23.603,66.361,45.701,59.31,55.998,39.394,69.584,6.346,11.083,61.925,75.889,85.297,7.574,92.155,57.201,33.845,17.362,8.252,3.208
715.57,18.782,55.203,14.007,11.679,36.56,23.581,66.332,45.939,59.316,56.219,39.371,69.595,6.371,11.086,61.948,75.904,85.288,7.58,92.162,57.2,33.847,17.356,8.25,3.206
715.91,18.813,55.198,14.018,11.682,36.611,23.558,66.305,46.172,59.304,56.452,39.357,69.618,6.402,11.079,61.955,75.91,85.291,7.585,92.159,57.175,33.832,17.351,8.243,3.206
716.24,18.843,55.194,14.036,11.697,36.673,23.533,66.29,46.419,59.283,56.671,39.344,69.628,6.428,11.077,61.965,75.896,85.298,7.592,92.164,57.151,33.82,17.352,8.241,3.203
716.58,18.89,55.2,14.044,11.698,36.741,23.497,66.272,46.653,59.279,56.902,39.329,69.651,6.461,11.068,61.962,75.897,85.326,7.598,92.142,57.132,33.805,17.347,8.24,3.196
716.91,18.931,55.207,14.058,11.703,36.812,23.466,66.268,46.882,59.258,57.131,39.325,69.658,6.484,11.058,61.98,75.885,85.341,7.605,92.141,57.122,33.793,17.341,8.235,3.197
717.25,18.952,55.19,14.083,11.699,36.883,23.437,66.264,47.118,59.274,57.353,39.31,69.67,6.521,11.054,61.98,75.895,85.345,7.605,92.127,57.092,33.788,17.327,8.237,3.197
717.58,18.994,55.184,14.109,11.714,36.943,23.415,66.265,47.366,59.278,57.591,39.297,69.691,6.558,11.054,61.98,75.902,85.363,7.616,92.138,57.083,33.772,17.32,8.235,3.194
717.92,19.039,55.188,14.137,11.724,36.998,23.393,66.248,47.597,59.268,57.789,39.281,69.667,6.587,11.053,61.978,75.881,85.368,7.63,92.141,57.082,33.774,17.315,8.231,3.193
718.25,19.077,55.191,14.166,11.717,37.073,23.368,66.236,47.818,59.255,58.001,39.264,69.676,6.615,11.045,61.994,75.885,85.379,7.639,92.152,57.073,33.764,17.313,8.222,3.189
718.59,19.107,55.188,14.194,11.717,37.12,23.338,66.228,48.048,59.237,58.213,39.252,69.692,6.64,11.037,62.005,75.882,85.385,7.647,92.14,57.065,33.745,17.312,8.229,3.192
718.92,19.143,55.178,14.23,11.724,37.19,23.312,66.23,48.28,59.227,58.422,39.229,69.717,6.67,11.029,62.007,75.886,85.399,7.659,92.138,57.053,33.724,17.306,8.223,3.188
719.26,19.18,55.182,14.26,11.724,37.248,23.289,66.211,48.484,59.218,58.649,39.211,69.723,6.708,11.012,62.006,75.89,85.42,7.668,92.129,57.048,33.711,17.3,8.22,3.193
719.59,19.214,55.176,14.286,11.724,37.319,23.263,66.21,48.703,59.216,58.867,39.199,69.714,6.732,10.995,62.004,75.883,85.419,7.677,92.116,57.037,33.712,17.288,8.207,3.186
719.93,19.26,55.184,14.304,11.722,37.391,23.246,66.19,48.92,59.217,59.094,39.169,69.721,6.76,10.979,62.011,75.888,85.436,7.687,92.121,57.024,33.696,17.269,8.205,3.186
720.26,19.296,55.171,14.34,11.726,37.472,23.235,66.191,49.134,59.203,59.314,39.17,69.737,6.791,10.97,62.019,75.885,85.412,7.702,92.144,57.019,33.699,17.265,8.201,3.188
720.59,19.337,55.17,14.37,11.732,37.548,23.21,66.173,49.343,59.199,59.518,39.153,69.746,6.831,10.966,62.03,75.888,85.397,7.714,92.135,57.031,33.682,17.251,8.198,3.181
720.93,19.396,55.169,14.396,11.751,37.624,23.186,66.16,49.545,59.184,59.723,39.127,69.764,6.86,10.956,62.05,75.898,85.415,7.73,92.124,57.031,33.674,17.258,8.195,3.177
721.26,19.438,55.171,14.425,11.755,37.704,23.164,66.125,49.753,59.175,59.919,39.114,69.766,6.897,10.934,62.049,75.907,85.417,7.745,92.106,57.009,33.667,17.246,8.192,3.176
721.6,19.485,55.168,14.466,11.762,37.781,23.143,66.116,49.968,59.198,60.137,39.102,69.787,6.937,10.923,62.051,75.918,85.443,7.759,92.112,57.005,33.652,17.24,8.191,3.177
721.93,19.533,55.172,14.494,11.771,37.869,23.133,66.101,50.18,59.2,60.355,39.084,69.77,6.973,10.918,62.068,75.883,85.439,7.784,92.08,56.986,33.642,17.231,8.193,3.172
722.27,19.588,55.168,14.525,11.777,37.963,23.124,66.086,50.38,59.211,60.573,39.074,69.782,7.015,10.909,62.065,75.9,85.457,7.799,92.074,56.987,33.633,17.232,8.186,3.17
722.6,19.639,55.18,14.558,11.779,38.05,23.104,66.075,50.583,59.204,60.79,39.072,69.776,7.054,10.902,62.078,75.912,85.459,7.815,92.067,56.981,33.627,17.232,8.187,3.176
722.93,19.687,55.179,14.583,11.793,38.146,23.094,66.086,50.808,59.207,60.995,39.058,69.8,7.089,10.899,62.101,75.914,85.46,7.837,92.065,56.967,33.622,17.223,8.191,3.18
723.27,19.744,55.18,14.631,11.804,38.226,23.075,66.084,51.026,59.212,61.207,39.048,69.802,7.133,10.9,62.133,75.919,85.483,7.855,92.05,56.957,33.603,17.218,8.199,3.187
723.6,19.785,55.173,14.678,11.816,38.315,23.058,66.078,51.245,59.215,61.389,39.041,69.822,7.172,10.901,62.154,75.932,85.492,7.875,92.031,56.962,33.583,17.218,8.197,3.193
723.94,19.834,55.188,14.711,11.831,38.406,23.053,66.067,51.465,59.246,61.575,39.027,69.808,7.216,10.901,62.183,75.938,85.523,7.895,92.039,56.972,33.562,17.216,8.196,3.195
724.27,19.885,55.185,14.758,11.837,38.489,23.039,66.069,51.682,59.258,61.768,39.023,69.817,7.252,10.889,62.192,75.928,85.544,7.916,92.039,56.965,33.555,17.218,8.193,3.203
724.6,19.93,55.189,14.812,11.846,38.583,23.034,66.082,51.901,59.251,61.957,39.028,69.811,7.299,10.893,62.184,75.92,85.55,7.941,92.022,56.959,33.528,17.207,8.194,3.203
724.94,19.98,55.195,14.854,11.854,38.673,23.03,66.099,52.103,59.251,62.163,39.023,69.811,7.331,10.891,62.216,75.912,85.563,7.954,92.023,56.968,33.527,17.211,8.194,3.204
725.27,20.044,55.193,14.905,11.865,38.756,23.032,66.105,52.301,59.244,62.346,39.036,69.815,7.374,10.889,62.247,75.918,85.562,7.977,92.012,56.954,33.517,17.202,8.195,3.203
725.6,20.108,55.198,14.969,11.872,38.851,23.025,66.109,52.502,59.242,62.514,39.03,69.844,7.423,10.881,62.254,75.932,85.579,7.995,92.018,56.953,33.507,17.192,8.187,3.205
725.94,20.156,55.194,15.028,11.884,38.939,23.028,66.112,52.701,59.229,62.684,39.041,69.844,7.465,10.874,62.26,75.913,85.581,8.017,92.014,56.954,33.506,17.182,8.189,3.215
726.27,20.212,55.184,15.078,11.894,39.026,23.03,66.123,52.9,59.225,62.864,39.044,69.87,7.511,10.867,62.263,75.914,85.582,8.033,91.999,56.958,33.506,17.168,8.181,3.21
726.61,20.275,55.196,15.141,11.901,39.111,23.019,66.134,53.087,59.206,63.037,39.059,69.867,7.555,10.865,62.262,75.916,85.612,8.049,91.987,56.958,33.493,17.168,8.181,3.208
726.94,20.332,55.211,15.189,11.906,39.199,23.031,66.147,53.282,59.203,63.194,39.059,69.891,7.597,10.867,62.236,75.893,85.599,8.073,92.008,56.977,33.487,17.169,8.182,3.213
727.27,20.4,55.196,15.244,11.909,39.292,23.044,66.156,53.477,59.182,63.381,39.078,69.884,7.644,10.859,62.243,75.895,85.604,8.094,92.02,56.986,33.491,17.163,8.173,3.211
727.61,20.46,55.181,15.309,11.908,39.377,23.046,66.18,53.664,59.154,63.571,39.095,69.899,7.685,10.855,62.244,75.904,85.601,8.112,91.997,56.963,33.48,17.157,8.171,3.212
727.94,20.517,55.177,15.363,11.917,39.477,23.057,66.175,53.854,59.156,63.735,39.105,69.906,7.73,10.862,62.244,75.912,85.592,8.131,91.989,56.962,33.48,17.152,8.17,3.207
728.27,20.583,55.167,15.415,11.918,39.561,23.063,66.165,54.05,59.159,63.911,39.129,69.915,7.769,10.851,62.257,75.917,85.605,8.146,91.988,56.953,33.466,17.135,8.173,3.213
728.61,20.652,55.149,15.483,11.929,39.668,23.077,66.185,54.256,59.156,64.079,39.154,69.933,7.825,10.855,62.257,75.918,85.619,8.175,91.987,56.948,33.457,17.131,8.175,3.214
728.94,20.711,55.15,15.536,11.943,39.783,23.088,66.201,54.457,59.14,64.271,39.177,69.964,7.874,10.852,62.263,75.924,85.629,8.194,91.964,56.964,33.449,17.13,8.173,3.22
729.27,20.775,55.14,15.594,11.955,39.878,23.101,66.217,54.65,59.134,64.454,39.213,69.967,7.923,10.848,62.249,75.929,85.646,8.214,91.973,56.965,33.432,17.13,8.171,3.223
729.61,20.837,55.145,15.653,11.963,39.998,23.1,66.246,54.838,59.137,64.621,39.237,69.958,7.979,10.851,62.27,75.94,85.653,8.237,91.972,56.964,33.417,17.12,8.169,3.215
729.94,20.902,55.15,15.729,11.966,40.111,23.121,66.283,55.029,59.139,64.757,39.269,69.965,8.026,10.853,62.296,75.954,85.691,8.258,91.978,56.967,33.411,17.113,8.169,3.216
730.27,20.959,55.123,15.793,11.982,40.233,23.154,66.295,55.214,59.146,64.918,39.305,69.966,8.078,10.851,62.314,75.946,85.674,8.285,91.983,56.974,33.4,17.099,8.168,3.22
730.61,21.031,55.106,15.869,11.999,40.369,23.171,66.31,55.393,59.145,65.089,39.35,69.966,8.137,10.851,62.336,75.975,85.693,8.318,91.986,56.962,33.386,17.096,8.164,3.221
730.94,21.107,55.13,15.952,12.023,40.496,23.188,66.35,55.571,59.156,65.248,39.388,69.973,8.208,10.864,62.339,75.973,85.699,8.348,91.973,56.94,33.378,17.089,8.162,3.218
731.27,21.191,55.121,16.029,12.041,40.621,23.216,66.358,55.767,59.165,65.396,39.409,69.969,8.276,10.868,62.352,75.95,85.708,8.382,91.948,56.933,33.373,17.079,8.167,3.223
731.6,21.264,55.131,16.117,12.052,40.746,23.239,66.406,55.95,59.16,65.555,39.448,69.972,8.341,10.865,62.359,75.977,85.727,8.413,91.953,56.924,33.353,17.071,8.168,3.232
731.94,21.336,55.127,16.195,12.064,40.883,23.259,66.451,56.124,59.173,65.711,39.481,69.966,8.404,10.865,62.368,75.999,85.724,8.442,91.968,56.925,33.359,17.079,8.151,3.225
732.27,21.408,55.135,16.275,12.073,41.014,23.281,66.475,56.289,59.167,65.882,39.518,69.973,8.46,10.862,62.377,75.998,85.72,8.468,91.975,56.921,33.348,17.071,8.148,3.233
732.6,21.481,55.137,16.369,12.084,41.149,23.297,66.5,56.449,59.154,66.031,39.553,69.97,8.53,10.864,62.372,76.013,85.715,8.497,91.983,56.914,33.332,17.074,8.145,3.232
732.94,21.556,55.138,16.459,12.097,41.301,23.319,66.547,56.628,59.174,66.172,39.585,69.978,8.595,10.873,62.394,76.025,85.72,8.531,91.978,56.899,33.325,17.065,8.146,3.234
733.27,21.642,55.143,16.557,12.104,41.424,23.348,66.575,56.806,59.159,66.326,39.617,69.983,8.665,10.87,62.383,76.035,85.735,8.558,91.971,56.895,33.319,17.061,8.143,3.239
733.6,21.725,55.15,16.653,12.121,41.558,23.366,66.594,56.988,59.148,66.494,39.657,69.977,8.742,10.874,62.368,76.046,85.725,8.599,91.996,56.884,33.308,17.065,8.149,3.243
733.93,21.819,55.157,16.755,12.133,41.694,23.389,66.614,57.165,59.145,66.637,39.699,70.01,8.816,10.873,62.374,76.051,85.75,8.628,92,56.874,33.304,17.067,8.142,3.238
734.27,21.902,55.176,16.847,12.149,41.827,23.42,66.637,57.338,59.143,66.781,39.731,70.005,8.889,10.875,62.376,76.069,85.765,8.655,92.009,56.862,33.297,17.045,8.137,3.232
734.6,21.986,55.16,16.934,12.163,41.969,23.441,66.666,57.496,59.137,66.928,39.767,70.017,8.952,10.869,62.382,76.086,85.777,8.679,92.002,56.86,33.28,17.04,8.143,3.236
734.93,22.071,55.161,17.032,12.19,42.114,23.474,66.71,57.652,59.127,67.058,39.811,70.017,9.022,10.875,62.382,76.127,85.784,8.717,92.059,56.863,33.271,17.035,8.14,3.232
735.26,22.177,55.157,17.134,12.216,42.26,23.509,66.733,57.833,59.127,67.205,39.863,70.025,9.108,10.889,62.386,76.126,85.793,8.754,92.074,56.852,33.257,17.029,8.136,3.228
735.6,22.272,55.159,17.248,12.232,42.408,23.541,66.776,58.008,59.112,67.345,39.931,70.05,9.19,10.903,62.397,76.132,85.81,8.791,92.076,56.841,33.25,17.027,8.147,3.233
735.93,22.365,55.16,17.364,12.258,42.56,23.578,66.822,58.165,59.124,67.442,39.991,70.046,9.272,10.917,62.415,76.145,85.842,8.826,92.07,56.825,33.246,17.024,8.148,3.231
736.26,22.459,55.149,17.477,12.265,42.726,23.619,66.875,58.327,59.139,67.567,40.031,70.055,9.352,10.928,62.421,76.149,85.841,8.866,92.06,56.792,33.243,17.007,8.147,3.236
736.59,22.557,55.148,17.589,12.274,42.895,23.662,66.918,58.494,59.11,67.719,40.089,70.063,9.442,10.935,62.427,76.165,85.839,8.905,92.03,56.8,33.238,17.008,8.15,3.237
736.92,22.658,55.145,17.706,12.302,43.075,23.71,66.951,58.67,59.125,67.867,40.136,70.088,9.528,10.946,62.443,76.195,85.848,8.953,92.007,56.784,33.232,17.007,8.152,3.236
737.26,22.768,55.148,17.822,12.322,43.266,23.75,66.991,58.837,59.135,67.993,40.195,70.104,9.612,10.963,62.46,76.192,85.853,8.997,91.991,56.78,33.206,16.99,8.147,3.239
